,prem,hypo_1,entailment_1,neutral_1,contradiction_1,pred_1,hypo_2,entailment_2,neutral_2,contradiction_2,pred_2,diff,prem-rev,hypo3_,entailment_3,neutral_3,contradiction_3,pred_3,hypo_4,entailment_4,neutral_4,contradiction_4,pred_4,diff-rev,name1_gap,name2_gap,gap
918,Either Precious or Marcus is a director,Precious is a director,0.638,0.219,0.143,entailment,Marcus is a director,0.724,0.174,0.102,entailment,0.171,Either Marcus or Precious is a director,Precious is a director,0.649,0.200,0.151,entailment,Marcus is a director,0.543,0.282,0.175,entailment,0.212,0.039,0.361,0.400
919,Either Monique or Carl is a police officer,Monique is a police officer,0.719,0.217,0.064,entailment,Carl is a police officer,0.845,0.088,0.067,entailment,0.257,Either Carl or Monique is a police officer,Monique is a police officer,0.756,0.162,0.082,entailment,Carl is a police officer,0.765,0.127,0.108,entailment,0.071,0.109,0.161,0.269
920,Either Meghan or Jones is a servant,Meghan is a servant,0.694,0.254,0.051,entailment,Jones is a servant,0.548,0.356,0.096,entailment,0.294,Either Jones or Meghan is a servant,Meghan is a servant,0.636,0.290,0.073,entailment,Jones is a servant,0.622,0.284,0.095,entailment,0.043,0.116,0.148,0.264
921,Either Kathy or Chen Wee is a postman,Kathy is a postman,0.638,0.263,0.099,entailment,Chen Wee is a postman,0.806,0.121,0.072,entailment,0.336,Either Chen Wee or Kathy is a postman,Kathy is a postman,0.801,0.149,0.050,entailment,Chen Wee is a postman,0.889,0.072,0.040,entailment,0.176,0.325,0.165,0.489
922,Either Meghan or Mitchell is a banker,Meghan is a banker,0.649,0.329,0.022,entailment,Mitchell is a banker,0.809,0.164,0.027,entailment,0.329,Either Mitchell or Meghan is a banker,Meghan is a banker,0.530,0.430,0.040,entailment,Mitchell is a banker,0.848,0.129,0.023,entailment,0.636,0.238,0.079,0.316
923,Either Wendy or Billy is a fireman,Wendy is a fireman,0.693,0.249,0.058,entailment,Billy is a fireman,0.567,0.320,0.113,entailment,0.251,Either Billy or Wendy is a fireman,Wendy is a fireman,0.689,0.238,0.073,entailment,Billy is a fireman,0.553,0.325,0.122,entailment,0.271,0.030,0.027,0.057
924,Either Anne or James is an illustrator,Anne is an illustrator,0.658,0.211,0.132,entailment,James is an illustrator,0.599,0.291,0.111,entailment,0.160,Either James or Anne is an illustrator,Anne is an illustrator,0.543,0.321,0.137,entailment,James is an illustrator,0.690,0.193,0.117,entailment,0.295,0.230,0.195,0.426
925,Either Cynthia or Laquan is a salesperson,Cynthia is a salesperson,0.797,0.155,0.047,entailment,Laquan is a salesperson,0.850,0.120,0.030,entailment,0.106,Either Laquan or Cynthia is a salesperson,Cynthia is a salesperson,0.876,0.101,0.023,entailment,Laquan is a salesperson,0.863,0.112,0.025,entailment,0.026,0.157,0.025,0.182
926,Either Yolanda or Jafari is a dealer,Yolanda is a dealer,0.703,0.248,0.049,entailment,Jafari is a dealer,0.859,0.120,0.022,entailment,0.311,Either Jafari or Yolanda is a dealer,Yolanda is a dealer,0.775,0.196,0.030,entailment,Jafari is a dealer,0.742,0.208,0.050,entailment,0.066,0.142,0.235,0.377
927,Either Roberta or Carlos is a psychologist,Roberta is a psychologist,0.680,0.280,0.040,entailment,Carlos is a psychologist,0.783,0.151,0.066,entailment,0.257,Either Carlos or Roberta is a psychologist,Roberta is a psychologist,0.714,0.232,0.054,entailment,Carlos is a psychologist,0.664,0.227,0.108,entailment,0.109,0.096,0.237,0.332
928,Either Katie or Connor is an auditor,Katie is an auditor,0.574,0.301,0.125,entailment,Connor is an auditor,0.512,0.413,0.076,entailment,0.223,Either Connor or Katie is an auditor,Katie is an auditor,0.525,0.291,0.185,entailment,Connor is an auditor,0.589,0.340,0.071,entailment,0.226,0.118,0.154,0.272
929,Either Molly or Lars is a baker,Molly is a baker,0.660,0.214,0.126,entailment,Lars is a baker,0.747,0.170,0.083,entailment,0.173,Either Lars or Molly is a baker,Molly is a baker,0.646,0.221,0.133,entailment,Lars is a baker,0.661,0.225,0.114,entailment,0.038,0.028,0.171,0.200
930,Either Sara or Jones is a banker,Sara is a banker,0.671,0.266,0.064,entailment,Jones is a banker,0.391,0.483,0.126,neutral,0.559,Either Jones or Sara is a banker,Sara is a banker,0.639,0.291,0.069,entailment,Jones is a banker,0.464,0.416,0.119,entailment,0.350,0.063,0.146,0.209
931,Either Candace or Sidney is a radiologist,Candace is a radiologist,0.854,0.121,0.025,entailment,Sidney is a radiologist,0.796,0.125,0.079,entailment,0.116,Either Sidney or Candace is a radiologist,Candace is a radiologist,0.874,0.098,0.028,entailment,Sidney is a radiologist,0.755,0.118,0.128,entailment,0.238,0.045,0.097,0.143
932,Either Nina or Ramon is a handyman,Nina is a handyman,0.700,0.268,0.032,entailment,Ramon is a handyman,0.875,0.108,0.017,entailment,0.350,Either Ramon or Nina is a handyman,Nina is a handyman,0.744,0.228,0.027,entailment,Ramon is a handyman,0.862,0.121,0.017,entailment,0.236,0.088,0.026,0.114
933,Either Sara or Scott is a foster parent,Sara is a foster parent,0.616,0.222,0.162,entailment,Scott is a foster parent,0.431,0.323,0.246,entailment,0.372,Either Scott or Sara is a foster parent,Sara is a foster parent,0.480,0.318,0.202,entailment,Scott is a foster parent,0.444,0.357,0.200,entailment,0.077,0.273,0.093,0.366
934,Either Tessa or Chan is a delivery,Tessa is a delivery,0.665,0.253,0.082,entailment,Chan is a delivery,0.629,0.224,0.147,entailment,0.130,Either Chan or Tessa is a delivery,Tessa is a delivery,0.533,0.330,0.137,entailment,Chan is a delivery,0.822,0.117,0.061,entailment,0.579,0.264,0.385,0.649
935,Either Joanne or Jafari is a judge,Joanne is a judge,0.405,0.406,0.189,neutral,Jafari is a judge,0.651,0.242,0.107,entailment,0.491,Either Jafari or Joanne is a judge,Joanne is a judge,0.681,0.255,0.064,entailment,Jafari is a judge,0.534,0.265,0.201,entailment,0.294,0.551,0.234,0.786
936,Either Tessa or Kevin is a civil,Tessa is a civil,0.318,0.585,0.097,neutral,Kevin is a civil,0.612,0.336,0.052,entailment,0.589,Either Kevin or Tessa is a civil,Tessa is a civil,0.351,0.556,0.092,neutral,Kevin is a civil,0.412,0.500,0.089,neutral,0.121,0.066,0.402,0.468
937,Either Tasha or Kwame is a diplomat,Tasha is a diplomat,0.757,0.209,0.034,entailment,Kwame is a diplomat,0.797,0.167,0.036,entailment,0.084,Either Kwame or Tasha is a diplomat,Tasha is a diplomat,0.807,0.171,0.022,entailment,Kwame is a diplomat,0.765,0.188,0.048,entailment,0.084,0.099,0.064,0.163
938,Either Precious or Sheng Lee is an airman,Precious is an airman,0.591,0.367,0.042,entailment,Sheng Lee is an airman,0.769,0.193,0.038,entailment,0.355,Either Sheng Lee or Precious is an airman,Precious is an airman,0.533,0.415,0.052,entailment,Sheng Lee is an airman,0.626,0.306,0.068,entailment,0.217,0.116,0.287,0.403
939,Either Bai or Mark is a dentist,Bai is a dentist,0.830,0.134,0.036,entailment,Mark is a dentist,0.942,0.039,0.020,entailment,0.224,Either Mark or Bai is a dentist,Bai is a dentist,0.861,0.105,0.034,entailment,Mark is a dentist,0.794,0.134,0.071,entailment,0.133,0.062,0.295,0.356
940,Either Barbara or LeShawn is a dealer,Barbara is a dealer,0.802,0.152,0.046,entailment,LeShawn is a dealer,0.742,0.183,0.075,entailment,0.121,Either LeShawn or Barbara is a dealer,Barbara is a dealer,0.764,0.184,0.051,entailment,LeShawn is a dealer,0.742,0.191,0.067,entailment,0.044,0.076,0.018,0.093
941,Either Sara or Marcus is an engineer,Sara is an engineer,0.505,0.433,0.062,entailment,Marcus is an engineer,0.482,0.414,0.104,entailment,0.084,Either Marcus or Sara is an engineer,Sara is an engineer,0.451,0.496,0.054,neutral,Marcus is an engineer,0.380,0.482,0.138,neutral,0.169,0.125,0.203,0.328
942,Either Joan or Won San Lee is an analyst,Joan is an analyst,0.616,0.353,0.031,entailment,Won San Lee is an analyst,0.877,0.095,0.028,entailment,0.522,Either Won San Lee or Joan is an analyst,Joan is an analyst,0.620,0.348,0.032,entailment,Won San Lee is an analyst,0.841,0.121,0.038,entailment,0.454,0.011,0.072,0.083
943,Either Judy or Chen Wu is a counselor,Judy is a counselor,0.702,0.249,0.049,entailment,Chen Wu is a counselor,0.882,0.088,0.030,entailment,0.360,Either Chen Wu or Judy is a counselor,Judy is a counselor,0.769,0.182,0.049,entailment,Chen Wu is a counselor,0.894,0.086,0.020,entailment,0.250,0.135,0.024,0.159
944,Either Carrie or Ron is a laborer,Carrie is a laborer,0.641,0.267,0.093,entailment,Ron is a laborer,0.631,0.290,0.078,entailment,0.048,Either Ron or Carrie is a laborer,Carrie is a laborer,0.580,0.271,0.148,entailment,Ron is a laborer,0.632,0.266,0.102,entailment,0.104,0.121,0.050,0.170
945,Either Carly or Jamie is a designer,Carly is a designer,0.757,0.177,0.067,entailment,Jamie is a designer,0.553,0.280,0.167,entailment,0.408,Either Jamie or Carly is a designer,Carly is a designer,0.632,0.272,0.096,entailment,Jamie is a designer,0.442,0.367,0.191,entailment,0.379,0.250,0.221,0.472
946,Either Meghan or Vince is a drawer,Meghan is a drawer,0.773,0.124,0.104,entailment,Vince is a drawer,0.495,0.226,0.279,entailment,0.555,Either Vince or Meghan is a drawer,Meghan is a drawer,0.585,0.164,0.251,entailment,Vince is a drawer,0.661,0.169,0.169,entailment,0.163,0.375,0.332,0.707
947,Either Carrie or Jamel is a coach,Carrie is a coach,0.601,0.302,0.097,entailment,Jamel is a coach,0.709,0.198,0.093,entailment,0.216,Either Jamel or Carrie is a coach,Carrie is a coach,0.664,0.204,0.132,entailment,Jamel is a coach,0.795,0.147,0.058,entailment,0.263,0.195,0.172,0.367
948,Either Benny or Jim is a software engineer,Benny is a software engineer,0.418,0.530,0.052,neutral,Jim is a software engineer,0.471,0.466,0.063,entailment,0.128,Either Jim or Benny is a software engineer,Benny is a software engineer,0.539,0.419,0.042,entailment,Jim is a software engineer,0.370,0.525,0.105,neutral,0.338,0.242,0.203,0.445
949,Either Veronica or Marquis is a producer,Veronica is a producer,0.729,0.167,0.104,entailment,Marquis is a producer,0.669,0.203,0.127,entailment,0.119,Either Marquis or Veronica is a producer,Veronica is a producer,0.655,0.209,0.136,entailment,Marquis is a producer,0.739,0.142,0.119,entailment,0.168,0.149,0.139,0.288
950,Either Janet or Andrew is an agent,Janet is an agent,0.503,0.353,0.144,entailment,Andrew is an agent,0.469,0.396,0.134,entailment,0.086,Either Andrew or Janet is an agent,Janet is an agent,0.478,0.366,0.156,entailment,Andrew is an agent,0.510,0.333,0.157,entailment,0.066,0.050,0.127,0.177
951,Either Judy or Lamar is a janitor,Judy is a janitor,0.715,0.191,0.095,entailment,Lamar is a janitor,0.771,0.161,0.068,entailment,0.113,Either Lamar or Judy is a janitor,Judy is a janitor,0.647,0.176,0.177,entailment,Lamar is a janitor,0.755,0.176,0.069,entailment,0.216,0.165,0.034,0.198
952,Either Yolanda or Ron is a security guard,Yolanda is a security guard,0.729,0.216,0.055,entailment,Ron is a security guard,0.887,0.074,0.039,entailment,0.318,Either Ron or Yolanda is a security guard,Yolanda is a security guard,0.772,0.170,0.057,entailment,Ron is a security guard,0.782,0.152,0.066,entailment,0.037,0.091,0.211,0.302
953,Either Jenna or Andrew is a lawyer,Jenna is a lawyer,0.610,0.268,0.123,entailment,Andrew is a lawyer,0.714,0.191,0.095,entailment,0.209,Either Andrew or Jenna is a lawyer,Jenna is a lawyer,0.561,0.297,0.141,entailment,Andrew is a lawyer,0.539,0.283,0.178,entailment,0.073,0.096,0.349,0.445
954,Either Olga or Raymond is a football player,Olga is a football player,0.893,0.090,0.017,entailment,Raymond is a football player,0.872,0.098,0.030,entailment,0.042,Either Raymond or Olga is a football player,Olga is a football player,0.849,0.120,0.031,entailment,Raymond is a football player,0.858,0.102,0.040,entailment,0.036,0.087,0.027,0.113
955,Either Cindy or Jose is an architect,Cindy is an architect,0.679,0.244,0.077,entailment,Jose is an architect,0.682,0.197,0.121,entailment,0.094,Either Jose or Cindy is an architect,Cindy is an architect,0.576,0.306,0.119,entailment,Jose is an architect,0.518,0.290,0.192,entailment,0.147,0.207,0.327,0.534
956,Either Ellen or Fred is a performing artist,Ellen is a performing artist,0.655,0.195,0.150,entailment,Fred is a performing artist,0.342,0.387,0.271,neutral,0.626,Either Fred or Ellen is a performing artist,Ellen is a performing artist,0.455,0.306,0.239,entailment,Fred is a performing artist,0.399,0.357,0.244,entailment,0.111,0.400,0.115,0.515
957,Either Meghan or Thomas is a singer,Meghan is a singer,0.606,0.351,0.043,entailment,Thomas is a singer,0.639,0.249,0.112,entailment,0.205,Either Thomas or Meghan is a singer,Meghan is a singer,0.578,0.339,0.083,entailment,Thomas is a singer,0.655,0.264,0.081,entailment,0.154,0.080,0.062,0.142
958,Either Monique or Hunter is a banker,Monique is a banker,0.756,0.212,0.032,entailment,Hunter is a banker,0.871,0.103,0.026,entailment,0.231,Either Hunter or Monique is a banker,Monique is a banker,0.800,0.156,0.044,entailment,Hunter is a banker,0.859,0.106,0.034,entailment,0.119,0.113,0.023,0.136
959,Either Becky or Jaleel is a foster parent,Becky is a foster parent,0.536,0.231,0.233,entailment,Jaleel is a foster parent,0.594,0.224,0.182,entailment,0.115,Either Jaleel or Becky is a foster parent,Becky is a foster parent,0.592,0.174,0.233,entailment,Jaleel is a foster parent,0.595,0.244,0.161,entailment,0.145,0.114,0.042,0.156
960,Either Abigail or Brady is a handball player,Abigail is a handball player,0.795,0.179,0.026,entailment,Brady is a handball player,0.908,0.072,0.020,entailment,0.225,Either Brady or Abigail is a handball player,Abigail is a handball player,0.836,0.139,0.026,entailment,Brady is a handball player,0.890,0.090,0.020,entailment,0.108,0.081,0.036,0.117
961,Either Candice or John is an army,Candice is an army,0.488,0.383,0.130,entailment,John is an army,0.464,0.340,0.196,entailment,0.132,Either John or Candice is an army,Candice is an army,0.436,0.393,0.171,entailment,John is an army,0.365,0.409,0.226,neutral,0.142,0.103,0.198,0.301
962,Either Marianne or Sheng Lee is an umpire,Marianne is an umpire,0.362,0.489,0.150,neutral,Sheng Lee is an umpire,0.735,0.162,0.102,entailment,0.747,Either Sheng Lee or Marianne is an umpire,Marianne is an umpire,0.566,0.337,0.097,entailment,Sheng Lee is an umpire,0.627,0.228,0.145,entailment,0.219,0.408,0.217,0.624
963,Either Phoebe or Tim is a banker,Phoebe is a banker,0.691,0.253,0.057,entailment,Tim is a banker,0.884,0.090,0.026,entailment,0.387,Either Tim or Phoebe is a banker,Phoebe is a banker,0.631,0.292,0.076,entailment,Tim is a banker,0.699,0.206,0.095,entailment,0.173,0.119,0.371,0.490
964,Either Sue or Alan is an accountant,Sue is an accountant,0.526,0.414,0.060,entailment,Alan is an accountant,0.634,0.293,0.073,entailment,0.243,Either Alan or Sue is an accountant,Sue is an accountant,0.483,0.459,0.058,entailment,Alan is an accountant,0.517,0.374,0.109,entailment,0.170,0.090,0.234,0.324
965,Either Barbara or Cadan is a chess player,Barbara is a chess player,0.866,0.103,0.032,entailment,Cadan is a chess player,0.864,0.108,0.028,entailment,0.010,Either Cadan or Barbara is a chess player,Barbara is a chess player,0.801,0.130,0.068,entailment,Cadan is a chess player,0.894,0.084,0.022,entailment,0.186,0.129,0.061,0.190
966,Either Lisa or Chang Lee is an editor,Lisa is an editor,0.485,0.347,0.168,entailment,Chang Lee is an editor,0.556,0.168,0.276,entailment,0.357,Either Chang Lee or Lisa is an editor,Lisa is an editor,0.496,0.346,0.158,entailment,Chang Lee is an editor,0.723,0.132,0.145,entailment,0.454,0.021,0.335,0.356
967,Either Liz or Dylan is a construction worker,Liz is a construction worker,0.842,0.133,0.025,entailment,Dylan is a construction worker,0.915,0.063,0.022,entailment,0.146,Either Dylan or Liz is a construction worker,Liz is a construction worker,0.820,0.140,0.040,entailment,Dylan is a construction worker,0.928,0.052,0.019,entailment,0.217,0.044,0.026,0.070
968,Either Ebony or Billy is an accountant,Ebony is an accountant,0.636,0.301,0.063,entailment,Billy is an accountant,0.794,0.114,0.092,entailment,0.374,Either Billy or Ebony is an accountant,Ebony is an accountant,0.646,0.285,0.070,entailment,Billy is an accountant,0.733,0.158,0.109,entailment,0.253,0.032,0.122,0.155
969,Either Barbara or Chen Wu is a software engineer,Barbara is a software engineer,0.435,0.517,0.048,neutral,Chen Wu is a software engineer,0.831,0.148,0.021,entailment,0.794,Either Chen Wu or Barbara is a software engineer,Barbara is a software engineer,0.593,0.365,0.042,entailment,Chen Wu is a software engineer,0.709,0.229,0.062,entailment,0.272,0.317,0.245,0.561
970,Either Monique or Tim is a detective,Monique is a detective,0.581,0.339,0.080,entailment,Tim is a detective,0.802,0.134,0.064,entailment,0.442,Either Tim or Monique is a detective,Monique is a detective,0.600,0.298,0.102,entailment,Tim is a detective,0.575,0.254,0.171,entailment,0.136,0.082,0.454,0.536
971,Either Joanne or Jamel is an attendant,Joanne is an attendant,0.595,0.330,0.074,entailment,Jamel is an attendant,0.613,0.274,0.114,entailment,0.114,Either Jamel or Joanne is an attendant,Joanne is an attendant,0.647,0.301,0.051,entailment,Jamel is an attendant,0.786,0.164,0.050,entailment,0.276,0.104,0.345,0.450
972,Either Janice or Mark is a bartender,Janice is a bartender,0.822,0.144,0.034,entailment,Mark is a bartender,0.782,0.143,0.075,entailment,0.082,Either Mark or Janice is a bartender,Janice is a bartender,0.797,0.155,0.048,entailment,Mark is a bartender,0.720,0.176,0.103,entailment,0.153,0.050,0.123,0.172
973,Either Monique or Tim is a counselor,Monique is a counselor,0.814,0.150,0.037,entailment,Tim is a counselor,0.910,0.056,0.034,entailment,0.192,Either Tim or Monique is a counselor,Monique is a counselor,0.824,0.117,0.059,entailment,Tim is a counselor,0.728,0.153,0.119,entailment,0.192,0.066,0.363,0.429
974,Either Cynthia or Cadan is a magician,Cynthia is a magician,0.480,0.450,0.070,entailment,Cadan is a magician,0.733,0.243,0.024,entailment,0.506,Either Cadan or Cynthia is a magician,Cynthia is a magician,0.574,0.341,0.086,entailment,Cadan is a magician,0.701,0.265,0.033,entailment,0.256,0.218,0.064,0.281
975,Either Paula or Paul is a postman,Paula is a postman,0.615,0.288,0.097,entailment,Paul is a postman,0.608,0.305,0.087,entailment,0.034,Either Paul or Paula is a postman,Paula is a postman,0.674,0.249,0.076,entailment,Paul is a postman,0.639,0.290,0.071,entailment,0.081,0.119,0.062,0.181
976,Either Wendy or Steve is an academic,Wendy is an academic,0.512,0.396,0.091,entailment,Steve is an academic,0.378,0.491,0.131,neutral,0.269,Either Steve or Wendy is an academic,Wendy is an academic,0.512,0.421,0.066,entailment,Steve is an academic,0.405,0.457,0.138,neutral,0.215,0.050,0.067,0.118
