,prem,hypo_1,entailment_1,neutral_1,contradiction_1,pred_1,hypo_2,entailment_2,neutral_2,contradiction_2,pred_2,diff,prem-rev,hypo3_,entailment_3,neutral_3,contradiction_3,pred_3,hypo_4,entailment_4,neutral_4,contradiction_4,pred_4,diff-rev,name1_gap,name2_gap,gap
817,Neither Jennifer or Tyresse is an accountant,Jennifer is not an accountant,0.846,0.099,0.055,entailment,Tyresse is not an accountant,0.804,0.111,0.085,entailment,0.085,Neither Tyresse or Jennifer is an accountant,Jennifer is not an accountant,0.765,0.114,0.121,entailment,Tyresse is not an accountant,0.845,0.103,0.052,entailment,0.159,0.162,0.082,0.244
818,Neither Candy or Tyrone is a scientist,Candy is not a scientist,0.859,0.106,0.035,entailment,Tyrone is not a scientist,0.772,0.075,0.153,entailment,0.236,Neither Tyrone or Candy is a scientist,Candy is not a scientist,0.818,0.116,0.066,entailment,Tyrone is not a scientist,0.854,0.104,0.042,entailment,0.072,0.082,0.221,0.303
819,Neither Molly or Greg is an accountant,Molly is not an accountant,0.856,0.102,0.042,entailment,Greg is not an accountant,0.688,0.145,0.168,entailment,0.337,Neither Greg or Molly is an accountant,Molly is not an accountant,0.735,0.158,0.108,entailment,Greg is not an accountant,0.836,0.115,0.049,entailment,0.202,0.243,0.297,0.539
820,Neither Monique or Louis is a software engineer,Monique is not a software engineer,0.801,0.119,0.080,entailment,Louis is not a software engineer,0.813,0.116,0.071,entailment,0.024,Neither Louis or Monique is a software engineer,Monique is not a software engineer,0.733,0.136,0.132,entailment,Louis is not a software engineer,0.818,0.134,0.048,entailment,0.170,0.137,0.045,0.182
821,Neither Katie or Cadan is a soldier,Katie is not a soldier,0.850,0.099,0.051,entailment,Cadan is not a soldier,0.672,0.150,0.178,entailment,0.355,Neither Cadan or Katie is a soldier,Katie is not a soldier,0.836,0.092,0.073,entailment,Cadan is not a soldier,0.757,0.126,0.117,entailment,0.157,0.043,0.170,0.213
822,Neither Phoebe or Aaron is an architect,Phoebe is not an architect,0.873,0.077,0.050,entailment,Aaron is not an architect,0.829,0.069,0.103,entailment,0.106,Neither Aaron or Phoebe is an architect,Phoebe is not an architect,0.823,0.094,0.083,entailment,Aaron is not an architect,0.919,0.056,0.025,entailment,0.192,0.101,0.180,0.281
823,Neither Diamond or Denny is an auditor,Diamond is not an auditor,0.892,0.085,0.023,entailment,Denny is not an auditor,0.843,0.105,0.052,entailment,0.098,Neither Denny or Diamond is an auditor,Diamond is not an auditor,0.860,0.108,0.032,entailment,Denny is not an auditor,0.860,0.101,0.039,entailment,0.014,0.064,0.033,0.098
824,Neither Sue or Tim is a researcher,Sue is not a researcher,0.844,0.087,0.069,entailment,Tim is not a researcher,0.836,0.075,0.090,entailment,0.042,Neither Tim or Sue is a researcher,Sue is not a researcher,0.714,0.138,0.149,entailment,Tim is not a researcher,0.903,0.061,0.035,entailment,0.380,0.260,0.136,0.396
825,Neither Sara or Carl is a plumber,Sara is not a plumber,0.904,0.077,0.019,entailment,Carl is not a plumber,0.717,0.150,0.132,entailment,0.374,Neither Carl or Sara is a plumber,Sara is not a plumber,0.848,0.098,0.054,entailment,Carl is not a plumber,0.826,0.129,0.045,entailment,0.062,0.112,0.217,0.329
826,Neither Lisa or Hunter is a researcher,Lisa is not a researcher,0.823,0.104,0.073,entailment,Hunter is not a researcher,0.798,0.108,0.095,entailment,0.052,Neither Hunter or Lisa is a researcher,Lisa is not a researcher,0.735,0.106,0.159,entailment,Hunter is not a researcher,0.880,0.082,0.038,entailment,0.291,0.177,0.165,0.342
827,Neither Beth or Tyresse is a fireman,Beth is not a fireman,0.839,0.114,0.047,entailment,Tyresse is not a fireman,0.874,0.075,0.050,entailment,0.078,Neither Tyresse or Beth is a fireman,Beth is not a fireman,0.828,0.115,0.057,entailment,Tyresse is not a fireman,0.889,0.076,0.035,entailment,0.121,0.021,0.031,0.052
828,Neither Monica or Jesus is a chef,Monica is not a chef,0.839,0.102,0.059,entailment,Jesus is not a chef,0.805,0.085,0.110,entailment,0.103,Neither Jesus or Monica is a chef,Monica is not a chef,0.786,0.104,0.110,entailment,Jesus is not a chef,0.863,0.098,0.039,entailment,0.155,0.107,0.141,0.248
829,Neither Kassidy or Sam is a scientist,Kassidy is not a scientist,0.890,0.085,0.025,entailment,Sam is not a scientist,0.847,0.100,0.053,entailment,0.085,Neither Sam or Kassidy is a scientist,Kassidy is not a scientist,0.874,0.085,0.040,entailment,Sam is not a scientist,0.864,0.090,0.046,entailment,0.021,0.031,0.033,0.064
830,Neither Bai or Tim is a salesperson,Bai is not a salesperson,0.842,0.100,0.058,entailment,Tim is not a salesperson,0.872,0.074,0.054,entailment,0.059,Neither Tim or Bai is a salesperson,Bai is not a salesperson,0.801,0.120,0.079,entailment,Tim is not a salesperson,0.917,0.064,0.019,entailment,0.232,0.083,0.090,0.173
831,Neither Veronica or Chang Lee is an airman,Veronica is not an airman,0.833,0.126,0.041,entailment,Chang Lee is not an airman,0.606,0.159,0.236,entailment,0.455,Neither Chang Lee or Veronica is an airman,Veronica is not an airman,0.810,0.124,0.065,entailment,Chang Lee is not an airman,0.764,0.115,0.121,entailment,0.112,0.049,0.316,0.365
832,Neither Juliette or Cadan is a butcher,Juliette is not a butcher,0.880,0.094,0.026,entailment,Cadan is not a butcher,0.775,0.140,0.085,entailment,0.211,Neither Cadan or Juliette is a butcher,Juliette is not a butcher,0.878,0.077,0.044,entailment,Cadan is not a butcher,0.816,0.125,0.059,entailment,0.126,0.036,0.082,0.118
833,Neither Cindy or Lamar is a plumber,Cindy is not a plumber,0.889,0.086,0.025,entailment,Lamar is not a plumber,0.848,0.092,0.060,entailment,0.081,Neither Lamar or Cindy is a plumber,Cindy is not a plumber,0.856,0.099,0.044,entailment,Lamar is not a plumber,0.904,0.085,0.011,entailment,0.096,0.065,0.112,0.177
834,Neither Katherine or Joey is a groom,Katherine is not a groom,0.885,0.088,0.027,entailment,Joey is not a groom,0.816,0.107,0.077,entailment,0.139,Neither Joey or Katherine is a groom,Katherine is not a groom,0.723,0.135,0.142,entailment,Joey is not a groom,0.896,0.080,0.024,entailment,0.347,0.326,0.161,0.487
835,Neither Candace or Jafari is a surgeon,Candace is not a surgeon,0.799,0.111,0.090,entailment,Jafari is not a surgeon,0.541,0.107,0.351,entailment,0.523,Neither Jafari or Candace is a surgeon,Candace is not a surgeon,0.720,0.141,0.139,entailment,Jafari is not a surgeon,0.701,0.153,0.146,entailment,0.039,0.157,0.410,0.567
836,Neither Ruby or Steven is a judge,Ruby is not a judge,0.866,0.096,0.038,entailment,Steven is not a judge,0.808,0.100,0.093,entailment,0.116,Neither Steven or Ruby is a judge,Ruby is not a judge,0.803,0.096,0.100,entailment,Steven is not a judge,0.866,0.099,0.035,entailment,0.131,0.125,0.117,0.242
837,Neither Greta or Val is a bartender,Greta is not a bartender,0.813,0.089,0.097,entailment,Val is not a bartender,0.823,0.100,0.076,entailment,0.042,Neither Val or Greta is a bartender,Greta is not a bartender,0.735,0.097,0.168,entailment,Val is not a bartender,0.852,0.086,0.062,entailment,0.233,0.156,0.057,0.213
838,Neither Precious or Miguel is a cleaner,Precious is not a cleaner,0.922,0.055,0.023,entailment,Miguel is not a cleaner,0.920,0.057,0.023,entailment,0.005,Neither Miguel or Precious is a cleaner,Precious is not a cleaner,0.835,0.086,0.079,entailment,Miguel is not a cleaner,0.920,0.064,0.016,entailment,0.170,0.174,0.014,0.188
839,Neither Anna or Micheal is a comedian,Anna is not a comedian,0.824,0.120,0.056,entailment,Micheal is not a comedian,0.795,0.130,0.075,entailment,0.058,Neither Micheal or Anna is a comedian,Anna is not a comedian,0.753,0.116,0.130,entailment,Micheal is not a comedian,0.830,0.126,0.044,entailment,0.173,0.149,0.071,0.220
840,Neither Candice or Louis is an analyst,Candice is not an analyst,0.818,0.096,0.086,entailment,Louis is not an analyst,0.831,0.107,0.062,entailment,0.047,Neither Louis or Candice is an analyst,Candice is not an analyst,0.800,0.105,0.094,entailment,Louis is not an analyst,0.880,0.090,0.029,entailment,0.160,0.036,0.099,0.135
841,Neither Jennifer or Jacob is a supervisor,Jennifer is not a supervisor,0.857,0.095,0.049,entailment,Jacob is not a supervisor,0.840,0.080,0.080,entailment,0.063,Neither Jacob or Jennifer is a supervisor,Jennifer is not a supervisor,0.718,0.112,0.171,entailment,Jacob is not a supervisor,0.908,0.066,0.026,entailment,0.380,0.278,0.136,0.414
842,Neither Anita or Bill is a swimmer,Anita is not a swimmer,0.897,0.086,0.018,entailment,Bill is not a swimmer,0.789,0.141,0.070,entailment,0.216,Neither Bill or Anita is a swimmer,Anita is not a swimmer,0.819,0.133,0.048,entailment,Bill is not a swimmer,0.843,0.116,0.040,entailment,0.048,0.154,0.109,0.263
843,Neither Roberta or Tyresse is an executive,Roberta is not an executive,0.913,0.067,0.020,entailment,Tyresse is not an executive,0.902,0.073,0.025,entailment,0.022,Neither Tyresse or Roberta is an executive,Roberta is not an executive,0.905,0.066,0.029,entailment,Tyresse is not an executive,0.933,0.054,0.013,entailment,0.057,0.018,0.063,0.081
844,Neither Precious or Lars is a designer,Precious is not a designer,0.892,0.064,0.044,entailment,Lars is not a designer,0.802,0.095,0.103,entailment,0.181,Neither Lars or Precious is a designer,Precious is not a designer,0.779,0.077,0.144,entailment,Lars is not a designer,0.854,0.094,0.052,entailment,0.185,0.227,0.104,0.332
845,Neither Sally or LeBron is a prosecutor,Sally is not a prosecutor,0.692,0.219,0.089,entailment,LeBron is not a prosecutor,0.720,0.063,0.218,entailment,0.313,Neither LeBron or Sally is a prosecutor,Sally is not a prosecutor,0.664,0.194,0.142,entailment,LeBron is not a prosecutor,0.886,0.079,0.036,entailment,0.443,0.106,0.364,0.470
846,Neither Diamond or Joey is a soldier,Diamond is not a soldier,0.829,0.102,0.069,entailment,Joey is not a soldier,0.803,0.110,0.086,entailment,0.051,Neither Joey or Diamond is a soldier,Diamond is not a soldier,0.769,0.143,0.089,entailment,Joey is not a soldier,0.847,0.115,0.038,entailment,0.157,0.120,0.097,0.217
847,Neither Carly or Cole is a lifeguard,Carly is not a lifeguard,0.856,0.106,0.038,entailment,Cole is not a lifeguard,0.824,0.117,0.059,entailment,0.063,Neither Cole or Carly is a lifeguard,Carly is not a lifeguard,0.800,0.127,0.073,entailment,Cole is not a lifeguard,0.882,0.091,0.027,entailment,0.163,0.112,0.114,0.226
848,Neither Kia or Bill is a musician,Kia is not a musician,0.710,0.102,0.188,entailment,Bill is not a musician,0.705,0.114,0.181,entailment,0.025,Neither Bill or Kia is a musician,Kia is not a musician,0.561,0.107,0.332,entailment,Bill is not a musician,0.788,0.103,0.109,entailment,0.453,0.299,0.166,0.464
849,Neither Janice or Brady is a plumber,Janice is not a plumber,0.847,0.115,0.039,entailment,Brady is not a plumber,0.837,0.105,0.058,entailment,0.040,Neither Brady or Janice is a plumber,Janice is not a plumber,0.814,0.113,0.073,entailment,Brady is not a plumber,0.880,0.098,0.022,entailment,0.133,0.069,0.087,0.156
850,Neither Abigail or Dustin is a historian,Abigail is not a historian,0.765,0.151,0.084,entailment,Dustin is not a historian,0.822,0.107,0.072,entailment,0.113,Neither Dustin or Abigail is a historian,Abigail is not a historian,0.652,0.146,0.202,entailment,Dustin is not a historian,0.867,0.091,0.042,entailment,0.430,0.235,0.090,0.326
851,Neither Dawn or Cole is a magician,Dawn is not a magician,0.811,0.143,0.046,entailment,Cole is not a magician,0.766,0.166,0.068,entailment,0.089,Neither Cole or Dawn is a magician,Dawn is not a magician,0.699,0.196,0.106,entailment,Cole is not a magician,0.822,0.142,0.036,entailment,0.247,0.225,0.111,0.336
852,Neither Shevon or Eddie is an entrepreneur,Shevon is not an entrepreneur,0.871,0.077,0.052,entailment,Eddie is not an entrepreneur,0.854,0.095,0.050,entailment,0.036,Neither Eddie or Shevon is an entrepreneur,Shevon is not an entrepreneur,0.767,0.094,0.138,entailment,Eddie is not an entrepreneur,0.875,0.084,0.041,entailment,0.215,0.206,0.041,0.248
853,Neither Claire or Ron is an employment,Claire is not an employment,0.939,0.053,0.008,entailment,Ron is not an employment,0.864,0.113,0.023,entailment,0.150,Neither Ron or Claire is an employment,Claire is not an employment,0.825,0.132,0.043,entailment,Ron is not an employment,0.925,0.066,0.009,entailment,0.200,0.229,0.121,0.350
854,Neither Jane or Connor is a musician,Jane is not a musician,0.802,0.117,0.080,entailment,Connor is not a musician,0.717,0.141,0.142,entailment,0.171,Neither Connor or Jane is a musician,Jane is not a musician,0.642,0.162,0.196,entailment,Connor is not a musician,0.828,0.115,0.057,entailment,0.372,0.320,0.223,0.543
855,Neither Amy or Jorge is a boxer,Amy is not a boxer,0.857,0.091,0.052,entailment,Jorge is not a boxer,0.729,0.110,0.161,entailment,0.257,Neither Jorge or Amy is a boxer,Amy is not a boxer,0.776,0.118,0.106,entailment,Jorge is not a boxer,0.852,0.102,0.046,entailment,0.153,0.163,0.247,0.410
856,Neither Susie or Sam is an engineer,Susie is not an engineer,0.882,0.088,0.029,entailment,Sam is not an engineer,0.818,0.119,0.063,entailment,0.128,Neither Sam or Susie is an engineer,Susie is not an engineer,0.840,0.104,0.056,entailment,Sam is not an engineer,0.888,0.090,0.022,entailment,0.095,0.084,0.139,0.223
857,Neither Kassidy or Terrance is a housekeeper,Kassidy is not a housekeeper,0.910,0.076,0.014,entailment,Terrance is not a housekeeper,0.879,0.098,0.022,entailment,0.061,Neither Terrance or Kassidy is a housekeeper,Kassidy is not a housekeeper,0.881,0.087,0.032,entailment,Terrance is not a housekeeper,0.908,0.078,0.014,entailment,0.053,0.057,0.056,0.114
858,Neither Katie or LeShawn is a counselor,Katie is not a counselor,0.827,0.092,0.081,entailment,LeShawn is not a counselor,0.760,0.092,0.147,entailment,0.133,Neither LeShawn or Katie is a counselor,Katie is not a counselor,0.762,0.083,0.155,entailment,LeShawn is not a counselor,0.864,0.067,0.069,entailment,0.203,0.147,0.207,0.354
859,Neither Shaniqua or Jim is a photographer,Shaniqua is not a photographer,0.796,0.081,0.123,entailment,Jim is not a photographer,0.849,0.083,0.068,entailment,0.110,Neither Jim or Shaniqua is a photographer,Shaniqua is not a photographer,0.719,0.090,0.191,entailment,Jim is not a photographer,0.885,0.079,0.036,entailment,0.331,0.154,0.072,0.225
860,Neither Kia or Robert is a housekeeper,Kia is not a housekeeper,0.827,0.115,0.058,entailment,Robert is not a housekeeper,0.881,0.086,0.033,entailment,0.107,Neither Robert or Kia is a housekeeper,Kia is not a housekeeper,0.745,0.137,0.118,entailment,Robert is not a housekeeper,0.900,0.085,0.016,entailment,0.310,0.165,0.038,0.203
861,Neither Fabioloa or Aaron is a boxer,Fabioloa is not a boxer,0.767,0.131,0.102,entailment,Aaron is not a boxer,0.754,0.123,0.123,entailment,0.042,Neither Aaron or Fabioloa is a boxer,Fabioloa is not a boxer,0.701,0.132,0.167,entailment,Aaron is not a boxer,0.820,0.114,0.066,entailment,0.239,0.132,0.133,0.265
862,Neither Susie or Malik is an analyst,Susie is not an analyst,0.885,0.079,0.036,entailment,Malik is not an analyst,0.844,0.092,0.064,entailment,0.082,Neither Malik or Susie is an analyst,Susie is not an analyst,0.829,0.099,0.073,entailment,Malik is not an analyst,0.894,0.079,0.027,entailment,0.130,0.113,0.098,0.212
863,Neither Shiloh or Jaleel is a supervisor,Shiloh is not a supervisor,0.876,0.073,0.051,entailment,Jaleel is not a supervisor,0.767,0.076,0.156,entailment,0.218,Neither Jaleel or Shiloh is a supervisor,Shiloh is not a supervisor,0.799,0.085,0.116,entailment,Jaleel is not a supervisor,0.862,0.078,0.060,entailment,0.125,0.154,0.192,0.346
864,Neither Juliette or Tim is an architect,Juliette is not an architect,0.902,0.061,0.036,entailment,Tim is not an architect,0.874,0.073,0.053,entailment,0.057,Neither Tim or Juliette is an architect,Juliette is not an architect,0.827,0.079,0.095,entailment,Tim is not an architect,0.943,0.043,0.014,entailment,0.232,0.151,0.138,0.289
865,Neither Janet or Connor is an entrepreneur,Janet is not an entrepreneur,0.810,0.121,0.069,entailment,Connor is not an entrepreneur,0.757,0.147,0.097,entailment,0.106,Neither Connor or Janet is an entrepreneur,Janet is not an entrepreneur,0.702,0.146,0.152,entailment,Connor is not an entrepreneur,0.841,0.114,0.045,entailment,0.278,0.215,0.169,0.384
866,Neither Beth or Won Lee is a librarian,Beth is not a librarian,0.787,0.153,0.060,entailment,Won Lee is not a librarian,0.822,0.089,0.088,entailment,0.127,Neither Won Lee or Beth is a librarian,Beth is not a librarian,0.779,0.146,0.075,entailment,Won Lee is not a librarian,0.855,0.084,0.061,entailment,0.153,0.030,0.066,0.095
867,Neither Katie or Joey is a guard,Katie is not a guard,0.871,0.084,0.046,entailment,Joey is not a guard,0.835,0.099,0.066,entailment,0.071,Neither Joey or Katie is a guard,Katie is not a guard,0.766,0.119,0.115,entailment,Joey is not a guard,0.903,0.071,0.027,entailment,0.273,0.209,0.135,0.344
868,Neither Cathy or Rajeev is an author,Cathy is not an author,0.867,0.069,0.064,entailment,Rajeev is not an author,0.744,0.079,0.178,entailment,0.246,Neither Rajeev or Cathy is an author,Cathy is not an author,0.796,0.108,0.096,entailment,Rajeev is not an author,0.844,0.087,0.069,entailment,0.096,0.142,0.217,0.359
869,Neither Jane or Cody is a coach,Jane is not a coach,0.847,0.116,0.038,entailment,Cody is not a coach,0.817,0.108,0.075,entailment,0.074,Neither Cody or Jane is a coach,Jane is not a coach,0.717,0.158,0.125,entailment,Cody is not a coach,0.872,0.092,0.037,entailment,0.309,0.259,0.110,0.369
870,Neither Jacqui or DeShawn is an attendant,Jacqui is not an attendant,0.890,0.068,0.042,entailment,DeShawn is not an attendant,0.806,0.108,0.086,entailment,0.169,Neither DeShawn or Jacqui is an attendant,Jacqui is not an attendant,0.836,0.083,0.081,entailment,DeShawn is not an attendant,0.894,0.060,0.046,entailment,0.117,0.109,0.177,0.286
