,prem,hypo1,hypo2,score1,score2,diff1,prem-rev,hypo3,hypo4,score3,score4,diff2
954,Either Claire or Scott is a judge,Claire is a judge,Scott is a judge,"{'entailment': '0.47', 'neutral': '0.34', 'contradiction': '0.18'}","{'entailment': '0.50', 'neutral': '0.34', 'contradiction': '0.15'}",0.060000000000000026,Either Scott or Claire is a judge,Claire is a judge,Scott is a judge,"{'entailment': '0.50', 'neutral': '0.31', 'contradiction': '0.20'}","{'entailment': '0.44', 'neutral': '0.35', 'contradiction': '0.20'}",0.09999999999999998
955,Either Sharon or Javier is a mathematician,Sharon is a mathematician,Javier is a mathematician,"{'entailment': '0.57', 'neutral': '0.38', 'contradiction': '0.05'}","{'entailment': '0.68', 'neutral': '0.22', 'contradiction': '0.09'}",0.3100000000000001,Either Javier or Sharon is a mathematician,Sharon is a mathematician,Javier is a mathematician,"{'entailment': '0.66', 'neutral': '0.28', 'contradiction': '0.06'}","{'entailment': '0.72', 'neutral': '0.19', 'contradiction': '0.08'}",0.16999999999999998
956,Either Wendy or Chang Lee is a construction worker,Wendy is a construction worker,Chang Lee is a construction worker,"{'entailment': '0.89', 'neutral': '0.10', 'contradiction': '0.02'}","{'entailment': '0.89', 'neutral': '0.08', 'contradiction': '0.03'}",0.030000000000000002,Either Chang Lee or Wendy is a construction worker,Wendy is a construction worker,Chang Lee is a construction worker,"{'entailment': '0.91', 'neutral': '0.08', 'contradiction': '0.02'}","{'entailment': '0.94', 'neutral': '0.05', 'contradiction': '0.01'}",0.06999999999999991
957,Either Molly or Thorn is a football player,Molly is a football player,Thorn is a football player,"{'entailment': '0.74', 'neutral': '0.19', 'contradiction': '0.07'}","{'entailment': '0.71', 'neutral': '0.24', 'contradiction': '0.06'}",0.09000000000000002,Either Thorn or Molly is a football player,Molly is a football player,Thorn is a football player,"{'entailment': '0.74', 'neutral': '0.18', 'contradiction': '0.08'}","{'entailment': '0.69', 'neutral': '0.23', 'contradiction': '0.09'}",0.11000000000000006
958,Either Brittany or Scott is a pharmacist,Brittany is a pharmacist,Scott is a pharmacist,"{'entailment': '0.74', 'neutral': '0.19', 'contradiction': '0.07'}","{'entailment': '0.64', 'neutral': '0.25', 'contradiction': '0.12'}",0.20999999999999996,Either Scott or Brittany is a pharmacist,Brittany is a pharmacist,Scott is a pharmacist,"{'entailment': '0.68', 'neutral': '0.25', 'contradiction': '0.07'}","{'entailment': '0.56', 'neutral': '0.30', 'contradiction': '0.14'}",0.24
959,Either Roberta or Kariem is an umpire,Roberta is an umpire,Kariem is an umpire,"{'entailment': '0.50', 'neutral': '0.34', 'contradiction': '0.16'}","{'entailment': '0.73', 'neutral': '0.17', 'contradiction': '0.09'}",0.47000000000000003,Either Kariem or Roberta is an umpire,Roberta is an umpire,Kariem is an umpire,"{'entailment': '0.56', 'neutral': '0.23', 'contradiction': '0.21'}","{'entailment': '0.71', 'neutral': '0.19', 'contradiction': '0.10'}",0.29999999999999993
960,Either Jane or Ming is a dentist,Jane is a dentist,Ming is a dentist,"{'entailment': '0.68', 'neutral': '0.24', 'contradiction': '0.08'}","{'entailment': '0.87', 'neutral': '0.09', 'contradiction': '0.04'}",0.37999999999999995,Either Ming or Jane is a dentist,Jane is a dentist,Ming is a dentist,"{'entailment': '0.83', 'neutral': '0.12', 'contradiction': '0.04'}","{'entailment': '0.89', 'neutral': '0.06', 'contradiction': '0.04'}",0.12000000000000005
961,Either Molly or Chen Wee is an engineer,Molly is an engineer,Chen Wee is an engineer,"{'entailment': '0.27', 'neutral': '0.66', 'contradiction': '0.07'}","{'entailment': '0.64', 'neutral': '0.30', 'contradiction': '0.06'}",0.74,Either Chen Wee or Molly is an engineer,Molly is an engineer,Chen Wee is an engineer,"{'entailment': '0.50', 'neutral': '0.46', 'contradiction': '0.04'}","{'entailment': '0.56', 'neutral': '0.34', 'contradiction': '0.10'}",0.24000000000000005
962,Either Claire or Ramon is a sociologist,Claire is a sociologist,Ramon is a sociologist,"{'entailment': '0.76', 'neutral': '0.18', 'contradiction': '0.05'}","{'entailment': '0.79', 'neutral': '0.17', 'contradiction': '0.04'}",0.05000000000000001,Either Ramon or Claire is a sociologist,Claire is a sociologist,Ramon is a sociologist,"{'entailment': '0.69', 'neutral': '0.21', 'contradiction': '0.09'}","{'entailment': '0.83', 'neutral': '0.14', 'contradiction': '0.03'}",0.27
963,Either Janet or Jamie is a delivery,Janet is a delivery,Jamie is a delivery,"{'entailment': '0.70', 'neutral': '0.17', 'contradiction': '0.12'}","{'entailment': '0.45', 'neutral': '0.26', 'contradiction': '0.29'}",0.51,Either Jamie or Janet is a delivery,Janet is a delivery,Jamie is a delivery,"{'entailment': '0.52', 'neutral': '0.27', 'contradiction': '0.21'}","{'entailment': '0.48', 'neutral': '0.23', 'contradiction': '0.29'}",0.16000000000000003
964,Either Katherine or Miguel is a commander,Katherine is a commander,Miguel is a commander,"{'entailment': '0.47', 'neutral': '0.33', 'contradiction': '0.20'}","{'entailment': '0.76', 'neutral': '0.13', 'contradiction': '0.11'}",0.5800000000000001,Either Miguel or Katherine is a commander,Katherine is a commander,Miguel is a commander,"{'entailment': '0.52', 'neutral': '0.26', 'contradiction': '0.22'}","{'entailment': '0.77', 'neutral': '0.11', 'contradiction': '0.12'}",0.5
965,Either Amy or Marquis is a sociologist,Amy is a sociologist,Marquis is a sociologist,"{'entailment': '0.55', 'neutral': '0.30', 'contradiction': '0.15'}","{'entailment': '0.72', 'neutral': '0.22', 'contradiction': '0.06'}",0.3399999999999999,Either Marquis or Amy is a sociologist,Amy is a sociologist,Marquis is a sociologist,"{'entailment': '0.64', 'neutral': '0.24', 'contradiction': '0.12'}","{'entailment': '0.76', 'neutral': '0.18', 'contradiction': '0.05'}",0.25
966,Either Ellen or Ramon is a landlord,Ellen is a landlord,Ramon is a landlord,"{'entailment': '0.50', 'neutral': '0.31', 'contradiction': '0.19'}","{'entailment': '0.74', 'neutral': '0.18', 'contradiction': '0.08'}",0.48,Either Ramon or Ellen is a landlord,Ellen is a landlord,Ramon is a landlord,"{'entailment': '0.52', 'neutral': '0.33', 'contradiction': '0.16'}","{'entailment': '0.68', 'neutral': '0.22', 'contradiction': '0.11'}",0.32
967,Either Nia or Lamar is a librarian,Nia is a librarian,Lamar is a librarian,"{'entailment': '0.82', 'neutral': '0.16', 'contradiction': '0.02'}","{'entailment': '0.81', 'neutral': '0.14', 'contradiction': '0.06'}",0.06999999999999988,Either Lamar or Nia is a librarian,Nia is a librarian,Lamar is a librarian,"{'entailment': '0.72', 'neutral': '0.23', 'contradiction': '0.06'}","{'entailment': '0.77', 'neutral': '0.18', 'contradiction': '0.05'}",0.11000000000000006
968,Either Olga or Cody is a radiologist,Olga is a radiologist,Cody is a radiologist,"{'entailment': '0.85', 'neutral': '0.11', 'contradiction': '0.04'}","{'entailment': '0.78', 'neutral': '0.17', 'contradiction': '0.05'}",0.13999999999999996,Either Cody or Olga is a radiologist,Olga is a radiologist,Cody is a radiologist,"{'entailment': '0.79', 'neutral': '0.15', 'contradiction': '0.05'}","{'entailment': '0.55', 'neutral': '0.32', 'contradiction': '0.13'}",0.49000000000000005
969,Either Molly or John is a librarian,Molly is a librarian,John is a librarian,"{'entailment': '0.73', 'neutral': '0.23', 'contradiction': '0.03'}","{'entailment': '0.49', 'neutral': '0.36', 'contradiction': '0.15'}",0.49,Either John or Molly is a librarian,Molly is a librarian,John is a librarian,"{'entailment': '0.62', 'neutral': '0.32', 'contradiction': '0.07'}","{'entailment': '0.45', 'neutral': '0.41', 'contradiction': '0.14'}",0.32999999999999996
970,Either Sally or Ramon is a grocer,Sally is a grocer,Ramon is a grocer,"{'entailment': '0.71', 'neutral': '0.16', 'contradiction': '0.12'}","{'entailment': '0.89', 'neutral': '0.08', 'contradiction': '0.03'}",0.3500000000000001,Either Ramon or Sally is a grocer,Sally is a grocer,Ramon is a grocer,"{'entailment': '0.70', 'neutral': '0.16', 'contradiction': '0.15'}","{'entailment': '0.87', 'neutral': '0.10', 'contradiction': '0.03'}",0.35000000000000003
971,Either Candice or Brady is a civil,Candice is a civil,Brady is a civil,"{'entailment': '0.65', 'neutral': '0.28', 'contradiction': '0.07'}","{'entailment': '0.75', 'neutral': '0.21', 'contradiction': '0.04'}",0.2,Either Brady or Candice is a civil,Candice is a civil,Brady is a civil,"{'entailment': '0.65', 'neutral': '0.29', 'contradiction': '0.06'}","{'entailment': '0.81', 'neutral': '0.15', 'contradiction': '0.05'}",0.31000000000000005
972,Either Raven or Sudeep is a salesperson,Raven is a salesperson,Sudeep is a salesperson,"{'entailment': '0.92', 'neutral': '0.07', 'contradiction': '0.02'}","{'entailment': '0.88', 'neutral': '0.09', 'contradiction': '0.03'}",0.07000000000000002,Either Sudeep or Raven is a salesperson,Raven is a salesperson,Sudeep is a salesperson,"{'entailment': '0.89', 'neutral': '0.08', 'contradiction': '0.02'}","{'entailment': '0.88', 'neutral': '0.08', 'contradiction': '0.04'}",0.03000000000000001
973,Either Kia or Chen Wu is a chef,Kia is a chef,Chen Wu is a chef,"{'entailment': '0.71', 'neutral': '0.26', 'contradiction': '0.03'}","{'entailment': '0.88', 'neutral': '0.09', 'contradiction': '0.03'}",0.3400000000000001,Either Chen Wu or Kia is a chef,Kia is a chef,Chen Wu is a chef,"{'entailment': '0.72', 'neutral': '0.24', 'contradiction': '0.04'}","{'entailment': '0.84', 'neutral': '0.12', 'contradiction': '0.04'}",0.24
974,Either Jenny or Edward is a psychologist,Jenny is a psychologist,Edward is a psychologist,"{'entailment': '0.64', 'neutral': '0.30', 'contradiction': '0.06'}","{'entailment': '0.68', 'neutral': '0.23', 'contradiction': '0.09'}",0.14,Either Edward or Jenny is a psychologist,Jenny is a psychologist,Edward is a psychologist,"{'entailment': '0.66', 'neutral': '0.26', 'contradiction': '0.08'}","{'entailment': '0.52', 'neutral': '0.31', 'contradiction': '0.17'}",0.28
975,Either Phoebe or Jesus is a doctor,Phoebe is a doctor,Jesus is a doctor,"{'entailment': '0.56', 'neutral': '0.29', 'contradiction': '0.15'}","{'entailment': '0.42', 'neutral': '0.40', 'contradiction': '0.18'}",0.28000000000000014,Either Jesus or Phoebe is a doctor,Phoebe is a doctor,Jesus is a doctor,"{'entailment': '0.47', 'neutral': '0.36', 'contradiction': '0.17'}","{'entailment': '0.19', 'neutral': '0.65', 'contradiction': '0.16'}",0.5800000000000001
976,Either Shaniqua or Jacob is a teacher,Shaniqua is a teacher,Jacob is a teacher,"{'entailment': '0.71', 'neutral': '0.26', 'contradiction': '0.04'}","{'entailment': '0.78', 'neutral': '0.15', 'contradiction': '0.07'}",0.21000000000000008,Either Jacob or Shaniqua is a teacher,Shaniqua is a teacher,Jacob is a teacher,"{'entailment': '0.66', 'neutral': '0.28', 'contradiction': '0.06'}","{'entailment': '0.50', 'neutral': '0.35', 'contradiction': '0.15'}",0.31999999999999995
977,Either Kathy or Terrance is a diplomat,Kathy is a diplomat,Terrance is a diplomat,"{'entailment': '0.56', 'neutral': '0.33', 'contradiction': '0.10'}","{'entailment': '0.74', 'neutral': '0.21', 'contradiction': '0.05'}",0.3499999999999999,Either Terrance or Kathy is a diplomat,Kathy is a diplomat,Terrance is a diplomat,"{'entailment': '0.65', 'neutral': '0.27', 'contradiction': '0.09'}","{'entailment': '0.83', 'neutral': '0.14', 'contradiction': '0.03'}",0.36999999999999994
978,Either Tasha or Tom is a scientist,Tasha is a scientist,Tom is a scientist,"{'entailment': '0.34', 'neutral': '0.61', 'contradiction': '0.05'}","{'entailment': '0.43', 'neutral': '0.45', 'contradiction': '0.11'}",0.30999999999999994,Either Tom or Tasha is a scientist,Tasha is a scientist,Tom is a scientist,"{'entailment': '0.40', 'neutral': '0.54', 'contradiction': '0.06'}","{'entailment': '0.33', 'neutral': '0.56', 'contradiction': '0.11'}",0.14
979,Either Julie or Kevin is a lawyer,Julie is a lawyer,Kevin is a lawyer,"{'entailment': '0.74', 'neutral': '0.16', 'contradiction': '0.09'}","{'entailment': '0.72', 'neutral': '0.20', 'contradiction': '0.08'}",0.07000000000000002,Either Kevin or Julie is a lawyer,Julie is a lawyer,Kevin is a lawyer,"{'entailment': '0.62', 'neutral': '0.22', 'contradiction': '0.16'}","{'entailment': '0.57', 'neutral': '0.31', 'contradiction': '0.12'}",0.18000000000000005
980,Either Beyonce or Javier is a receptionist,Beyonce is a receptionist,Javier is a receptionist,"{'entailment': '0.86', 'neutral': '0.09', 'contradiction': '0.04'}","{'entailment': '0.95', 'neutral': '0.03', 'contradiction': '0.02'}",0.16999999999999996,Either Javier or Beyonce is a receptionist,Beyonce is a receptionist,Javier is a receptionist,"{'entailment': '0.80', 'neutral': '0.10', 'contradiction': '0.09'}","{'entailment': '0.96', 'neutral': '0.03', 'contradiction': '0.01'}",0.30999999999999994
981,Either Greta or Andrew is an executive,Greta is an executive,Andrew is an executive,"{'entailment': '0.57', 'neutral': '0.37', 'contradiction': '0.06'}","{'entailment': '0.66', 'neutral': '0.26', 'contradiction': '0.08'}",0.22000000000000008,Either Andrew or Greta is an executive,Greta is an executive,Andrew is an executive,"{'entailment': '0.63', 'neutral': '0.32', 'contradiction': '0.05'}","{'entailment': '0.55', 'neutral': '0.32', 'contradiction': '0.13'}",0.15999999999999998
982,Either Nia or Robert is a tennis player,Nia is a tennis player,Robert is a tennis player,"{'entailment': '0.79', 'neutral': '0.18', 'contradiction': '0.03'}","{'entailment': '0.79', 'neutral': '0.14', 'contradiction': '0.07'}",0.07999999999999999,Either Robert or Nia is a tennis player,Nia is a tennis player,Robert is a tennis player,"{'entailment': '0.63', 'neutral': '0.28', 'contradiction': '0.08'}","{'entailment': '0.75', 'neutral': '0.21', 'contradiction': '0.04'}",0.23000000000000004
983,Either Greta or Malik is a banker,Greta is a banker,Malik is a banker,"{'entailment': '0.79', 'neutral': '0.19', 'contradiction': '0.02'}","{'entailment': '0.86', 'neutral': '0.11', 'contradiction': '0.04'}",0.16999999999999996,Either Malik or Greta is a banker,Greta is a banker,Malik is a banker,"{'entailment': '0.81', 'neutral': '0.16', 'contradiction': '0.03'}","{'entailment': '0.86', 'neutral': '0.12', 'contradiction': '0.03'}",0.08999999999999994
984,Either Susan or David is a diplomat,Susan is a diplomat,David is a diplomat,"{'entailment': '0.39', 'neutral': '0.48', 'contradiction': '0.13'}","{'entailment': '0.59', 'neutral': '0.32', 'contradiction': '0.09'}",0.3999999999999999,Either David or Susan is a diplomat,Susan is a diplomat,David is a diplomat,"{'entailment': '0.49', 'neutral': '0.42', 'contradiction': '0.10'}","{'entailment': '0.52', 'neutral': '0.35', 'contradiction': '0.13'}",0.13000000000000003
985,Either Maggie or Adrin is a grocer,Maggie is a grocer,Adrin is a grocer,"{'entailment': '0.73', 'neutral': '0.18', 'contradiction': '0.09'}","{'entailment': '0.85', 'neutral': '0.12', 'contradiction': '0.03'}",0.24,Either Adrin or Maggie is a grocer,Maggie is a grocer,Adrin is a grocer,"{'entailment': '0.84', 'neutral': '0.11', 'contradiction': '0.06'}","{'entailment': '0.78', 'neutral': '0.16', 'contradiction': '0.06'}",0.10999999999999995
986,Either Tanisha or Won Lee is a radiologist,Tanisha is a radiologist,Won Lee is a radiologist,"{'entailment': '0.79', 'neutral': '0.17', 'contradiction': '0.04'}","{'entailment': '0.93', 'neutral': '0.04', 'contradiction': '0.03'}",0.28,Either Won Lee or Tanisha is a radiologist,Tanisha is a radiologist,Won Lee is a radiologist,"{'entailment': '0.86', 'neutral': '0.12', 'contradiction': '0.02'}","{'entailment': '0.90', 'neutral': '0.06', 'contradiction': '0.04'}",0.12000000000000004
987,Either Susie or Jones is a landlord,Susie is a landlord,Jones is a landlord,"{'entailment': '0.52', 'neutral': '0.36', 'contradiction': '0.12'}","{'entailment': '0.44', 'neutral': '0.47', 'contradiction': '0.09'}",0.22,Either Jones or Susie is a landlord,Susie is a landlord,Jones is a landlord,"{'entailment': '0.65', 'neutral': '0.27', 'contradiction': '0.08'}","{'entailment': '0.37', 'neutral': '0.51', 'contradiction': '0.12'}",0.56
988,Either Nina or Steven is a postman,Nina is a postman,Steven is a postman,"{'entailment': '0.84', 'neutral': '0.12', 'contradiction': '0.04'}","{'entailment': '0.84', 'neutral': '0.09', 'contradiction': '0.08'}",0.07,Either Steven or Nina is a postman,Nina is a postman,Steven is a postman,"{'entailment': '0.76', 'neutral': '0.19', 'contradiction': '0.05'}","{'entailment': '0.84', 'neutral': '0.09', 'contradiction': '0.07'}",0.19999999999999996
989,Either Monica or Won Lee is a baker,Monica is a baker,Won Lee is a baker,"{'entailment': '0.60', 'neutral': '0.31', 'contradiction': '0.09'}","{'entailment': '0.84', 'neutral': '0.11', 'contradiction': '0.05'}",0.48,Either Won Lee or Monica is a baker,Monica is a baker,Won Lee is a baker,"{'entailment': '0.60', 'neutral': '0.31', 'contradiction': '0.09'}","{'entailment': '0.82', 'neutral': '0.12', 'contradiction': '0.06'}",0.43999999999999995
990,Either Heather or Brady is a security guard,Heather is a security guard,Brady is a security guard,"{'entailment': '0.81', 'neutral': '0.12', 'contradiction': '0.07'}","{'entailment': '0.88', 'neutral': '0.08', 'contradiction': '0.04'}",0.13999999999999996,Either Brady or Heather is a security guard,Heather is a security guard,Brady is a security guard,"{'entailment': '0.71', 'neutral': '0.17', 'contradiction': '0.12'}","{'entailment': '0.91', 'neutral': '0.07', 'contradiction': '0.02'}",0.4
