,prem,hypo_1,entailment_1,neutral_1,contradiction_1,pred_1,hypo_2,entailment_2,neutral_2,contradiction_2,pred_2,diff,prem-rev,hypo3_,entailment_3,neutral_3,contradiction_3,pred_3,hypo_4,entailment_4,neutral_4,contradiction_4,pred_4,diff-rev,name1_gap,name2_gap,gap
857,Either LeShawn or Gabriel is a postman,LeShawn is a postman,0.869,0.090,0.040,entailment,Gabriel is a postman,0.871,0.087,0.042,entailment,0.007,Either Gabriel or LeShawn is a postman,LeShawn is a postman,0.839,0.110,0.051,entailment,Gabriel is a postman,0.840,0.110,0.051,entailment,0.002,0.061,0.063,0.124
858,Either Connor or LeBron is a linguist,Connor is a linguist,0.740,0.216,0.044,entailment,LeBron is a linguist,0.775,0.157,0.069,entailment,0.118,Either LeBron or Connor is a linguist,Connor is a linguist,0.560,0.347,0.093,entailment,LeBron is a linguist,0.726,0.205,0.069,entailment,0.333,0.361,0.097,0.458
859,Either Essex or Juan is a firefighter,Essex is a firefighter,0.684,0.224,0.092,entailment,Juan is a firefighter,0.938,0.046,0.015,entailment,0.508,Either Juan or Essex is a firefighter,Essex is a firefighter,0.779,0.162,0.060,entailment,Juan is a firefighter,0.856,0.099,0.045,entailment,0.154,0.189,0.165,0.354
860,Either Amy or Nina is a pianist,Amy is a pianist,0.538,0.285,0.178,entailment,Nina is a pianist,0.613,0.290,0.098,entailment,0.160,Either Nina or Amy is a pianist,Amy is a pianist,0.477,0.357,0.166,entailment,Nina is a pianist,0.665,0.265,0.070,entailment,0.376,0.144,0.105,0.249
861,Either Connor or Miguel is a diplomat,Connor is a diplomat,0.636,0.309,0.055,entailment,Miguel is a diplomat,0.762,0.177,0.061,entailment,0.264,Either Miguel or Connor is a diplomat,Connor is a diplomat,0.549,0.394,0.058,entailment,Miguel is a diplomat,0.710,0.205,0.084,entailment,0.377,0.174,0.104,0.278
862,Either Dustin or Terrance is a mover,Dustin is a mover,0.238,0.661,0.101,neutral,Terrance is a mover,0.349,0.569,0.082,neutral,0.223,Either Terrance or Dustin is a mover,Dustin is a mover,0.431,0.430,0.140,entailment,Terrance is a mover,0.384,0.558,0.058,neutral,0.256,0.463,0.071,0.534
863,Either Heather or Marquis is a researcher,Heather is a researcher,0.822,0.131,0.047,entailment,Marquis is a researcher,0.765,0.184,0.051,entailment,0.113,Either Marquis or Heather is a researcher,Heather is a researcher,0.823,0.122,0.055,entailment,Marquis is a researcher,0.784,0.172,0.044,entailment,0.099,0.018,0.037,0.054
864,Either Connor or Chen Lang is a radiologist,Connor is a radiologist,0.708,0.245,0.047,entailment,Chen Lang is a radiologist,0.878,0.089,0.033,entailment,0.339,Either Chen Lang or Connor is a radiologist,Connor is a radiologist,0.731,0.229,0.040,entailment,Chen Lang is a radiologist,0.842,0.112,0.046,entailment,0.233,0.045,0.071,0.116
865,Either Hunter or Chang is a pensioner,Hunter is a pensioner,0.520,0.399,0.081,entailment,Chang is a pensioner,0.595,0.279,0.126,entailment,0.241,Either Chang or Hunter is a pensioner,Hunter is a pensioner,0.661,0.290,0.049,entailment,Chang is a pensioner,0.680,0.219,0.101,entailment,0.143,0.282,0.170,0.452
866,Either Hunter or Bai is a guitarist,Hunter is a guitarist,0.710,0.209,0.080,entailment,Bai is a guitarist,0.782,0.156,0.062,entailment,0.144,Either Bai or Hunter is a guitarist,Hunter is a guitarist,0.865,0.098,0.038,entailment,Bai is a guitarist,0.772,0.167,0.061,entailment,0.184,0.308,0.021,0.330
867,Either Cody or Yang Wang is a researcher,Cody is a researcher,0.537,0.415,0.048,entailment,Yang Wang is a researcher,0.895,0.090,0.015,entailment,0.715,Either Yang Wang or Cody is a researcher,Cody is a researcher,0.712,0.264,0.024,entailment,Yang Wang is a researcher,0.908,0.077,0.015,entailment,0.393,0.349,0.027,0.377
868,Either Essex or Miguel is a soldier,Essex is a soldier,0.623,0.294,0.083,entailment,Miguel is a soldier,0.852,0.118,0.030,entailment,0.458,Either Miguel or Essex is a soldier,Essex is a soldier,0.683,0.254,0.063,entailment,Miguel is a soldier,0.651,0.265,0.084,entailment,0.066,0.121,0.403,0.523
869,Either Dustin or Ramon is a chief,Dustin is a chief,0.418,0.358,0.223,entailment,Ramon is a chief,0.455,0.374,0.171,entailment,0.105,Either Ramon or Dustin is a chief,Dustin is a chief,0.363,0.347,0.290,entailment,Ramon is a chief,0.397,0.447,0.156,neutral,0.269,0.134,0.146,0.280
870,Either Ronnie or Miguel is a judge,Ronnie is a judge,0.438,0.318,0.244,entailment,Miguel is a judge,0.627,0.184,0.189,entailment,0.378,Either Miguel or Ronnie is a judge,Ronnie is a judge,0.408,0.344,0.248,entailment,Miguel is a judge,0.642,0.188,0.170,entailment,0.469,0.060,0.039,0.099
871,Either Jake or Won San Lee is a mathematician,Jake is a mathematician,0.545,0.379,0.076,entailment,Won San Lee is a mathematician,0.832,0.138,0.030,entailment,0.574,Either Won San Lee or Jake is a mathematician,Jake is a mathematician,0.570,0.364,0.065,entailment,Won San Lee is a mathematician,0.887,0.095,0.018,entailment,0.633,0.052,0.110,0.161
872,Either Katie or Carlos is a soldier,Katie is a soldier,0.419,0.443,0.139,neutral,Carlos is a soldier,0.736,0.206,0.059,entailment,0.635,Either Carlos or Katie is a soldier,Katie is a soldier,0.464,0.387,0.149,entailment,Carlos is a soldier,0.693,0.211,0.096,entailment,0.457,0.112,0.087,0.198
873,Either Katie or Ebony is a chef,Katie is a chef,0.533,0.303,0.164,entailment,Ebony is a chef,0.675,0.250,0.074,entailment,0.285,Either Ebony or Katie is a chef,Katie is a chef,0.706,0.156,0.137,entailment,Ebony is a chef,0.638,0.252,0.110,entailment,0.191,0.347,0.074,0.421
874,Either Jake or Joo-Lin is a landlord,Jake is a landlord,0.322,0.475,0.202,neutral,Joo-Lin is a landlord,0.766,0.184,0.050,entailment,0.887,Either Joo-Lin or Jake is a landlord,Jake is a landlord,0.556,0.365,0.079,entailment,Joo-Lin is a landlord,0.630,0.273,0.097,entailment,0.185,0.468,0.272,0.739
875,Either Inglethorp or Ramirez is a dentist,Inglethorp is a dentist,0.837,0.135,0.028,entailment,Ramirez is a dentist,0.948,0.039,0.013,entailment,0.220,Either Ramirez or Inglethorp is a dentist,Inglethorp is a dentist,0.943,0.049,0.008,entailment,Ramirez is a dentist,0.861,0.102,0.037,entailment,0.164,0.211,0.173,0.385
876,Either Emily or Yang Wang is a mover,Emily is a mover,0.048,0.883,0.069,neutral,Yang Wang is a mover,0.392,0.534,0.074,neutral,0.699,Either Yang Wang or Emily is a mover,Emily is a mover,0.061,0.873,0.066,neutral,Yang Wang is a mover,0.361,0.539,0.099,neutral,0.667,0.027,0.062,0.088
877,Either Dustin or Nina is a pilot,Dustin is a pilot,0.587,0.294,0.119,entailment,Nina is a pilot,0.438,0.474,0.089,neutral,0.360,Either Nina or Dustin is a pilot,Dustin is a pilot,0.471,0.309,0.220,entailment,Nina is a pilot,0.475,0.434,0.091,entailment,0.257,0.233,0.079,0.312
878,Either Abigail or Wong Chang is a model,Abigail is a model,0.642,0.292,0.066,entailment,Wong Chang is a model,0.750,0.143,0.107,entailment,0.299,Either Wong Chang or Abigail is a model,Abigail is a model,0.556,0.352,0.091,entailment,Wong Chang is a model,0.770,0.132,0.098,entailment,0.440,0.171,0.039,0.210
879,Either Essex or Marquis is a chemist,Essex is a chemist,0.757,0.168,0.075,entailment,Marquis is a chemist,0.872,0.093,0.035,entailment,0.229,Either Marquis or Essex is a chemist,Essex is a chemist,0.743,0.178,0.079,entailment,Marquis is a chemist,0.809,0.138,0.053,entailment,0.133,0.029,0.125,0.155
880,Either Connor or Chan is a historian,Connor is a historian,0.332,0.584,0.084,neutral,Chan is a historian,0.406,0.497,0.098,neutral,0.175,Either Chan or Connor is a historian,Connor is a historian,0.370,0.565,0.066,neutral,Chan is a historian,0.403,0.492,0.106,neutral,0.146,0.075,0.016,0.092
881,Either Greuze or Carlos is an agent,Greuze is an agent,0.677,0.228,0.095,entailment,Carlos is an agent,0.747,0.188,0.065,entailment,0.140,Either Carlos or Greuze is an agent,Greuze is an agent,0.604,0.269,0.127,entailment,Carlos is an agent,0.815,0.131,0.054,entailment,0.422,0.145,0.137,0.282
882,Either Connor or Terrell is a bartender,Connor is a bartender,0.729,0.215,0.056,entailment,Terrell is a bartender,0.737,0.218,0.045,entailment,0.022,Either Terrell or Connor is a bartender,Connor is a bartender,0.788,0.170,0.042,entailment,Terrell is a bartender,0.809,0.155,0.036,entailment,0.042,0.118,0.145,0.263
883,Either Dustin or Wang is a linguist,Dustin is a linguist,0.639,0.251,0.110,entailment,Wang is a linguist,0.700,0.230,0.070,entailment,0.122,Either Wang or Dustin is a linguist,Dustin is a linguist,0.786,0.147,0.067,entailment,Wang is a linguist,0.613,0.284,0.103,entailment,0.347,0.294,0.175,0.469
884,Either Greuze or Miguel is a sheriff,Greuze is a sheriff,0.665,0.200,0.135,entailment,Miguel is a sheriff,0.855,0.093,0.052,entailment,0.382,Either Miguel or Greuze is a sheriff,Greuze is a sheriff,0.739,0.161,0.100,entailment,Miguel is a sheriff,0.844,0.105,0.051,entailment,0.211,0.148,0.024,0.173
885,Either Katie or Kwame is a lawn mower,Katie is a lawn mower,0.711,0.189,0.100,entailment,Kwame is a lawn mower,0.814,0.128,0.058,entailment,0.207,Either Kwame or Katie is a lawn mower,Katie is a lawn mower,0.836,0.097,0.068,entailment,Kwame is a lawn mower,0.865,0.097,0.038,entailment,0.060,0.249,0.102,0.351
886,Either Prescott or Carlos is a counselor,Prescott is a counselor,0.829,0.118,0.053,entailment,Carlos is a counselor,0.830,0.103,0.067,entailment,0.031,Either Carlos or Prescott is a counselor,Prescott is a counselor,0.772,0.151,0.077,entailment,Carlos is a counselor,0.818,0.128,0.054,entailment,0.091,0.113,0.050,0.163
887,Either Dylan or Raja is an illustrator,Dylan is an illustrator,0.817,0.091,0.092,entailment,Raja is an illustrator,0.848,0.103,0.050,entailment,0.084,Either Raja or Dylan is an illustrator,Dylan is an illustrator,0.895,0.052,0.053,entailment,Raja is an illustrator,0.900,0.074,0.026,entailment,0.054,0.155,0.105,0.260
888,Either Heather or Kwame is a theologian,Heather is a theologian,0.567,0.349,0.084,entailment,Kwame is a theologian,0.707,0.242,0.051,entailment,0.280,Either Kwame or Heather is a theologian,Heather is a theologian,0.759,0.177,0.064,entailment,Kwame is a theologian,0.597,0.332,0.072,entailment,0.325,0.384,0.221,0.605
889,Either Heather or Chin Pang is a cashier,Heather is a cashier,0.719,0.171,0.110,entailment,Chin Pang is a cashier,0.917,0.045,0.038,entailment,0.396,Either Chin Pang or Heather is a cashier,Heather is a cashier,0.797,0.115,0.088,entailment,Chin Pang is a cashier,0.924,0.044,0.032,entailment,0.254,0.155,0.013,0.168
890,Either Cody or Rajeev is an astronomer,Cody is an astronomer,0.589,0.306,0.106,entailment,Rajeev is an astronomer,0.713,0.213,0.073,entailment,0.249,Either Rajeev or Cody is an astronomer,Cody is an astronomer,0.647,0.285,0.068,entailment,Rajeev is an astronomer,0.768,0.189,0.043,entailment,0.243,0.116,0.110,0.225
891,Either Heather or Chang is a diplomat,Heather is a diplomat,0.556,0.330,0.115,entailment,Chang is a diplomat,0.665,0.249,0.087,entailment,0.218,Either Chang or Heather is a diplomat,Heather is a diplomat,0.626,0.272,0.102,entailment,Chang is a diplomat,0.689,0.233,0.078,entailment,0.127,0.141,0.050,0.191
892,Either Inglethorp or D'quan is a tennis player,Inglethorp is a tennis player,0.787,0.161,0.052,entailment,D'quan is a tennis player,0.864,0.112,0.024,entailment,0.154,Either D'quan or Inglethorp is a tennis player,Inglethorp is a tennis player,0.880,0.090,0.030,entailment,D'quan is a tennis player,0.816,0.138,0.046,entailment,0.128,0.186,0.096,0.282
893,Either Carly or Won Lee is a servant,Carly is a servant,0.781,0.160,0.059,entailment,Won Lee is a servant,0.795,0.128,0.077,entailment,0.063,Either Won Lee or Carly is a servant,Carly is a servant,0.769,0.171,0.060,entailment,Won Lee is a servant,0.830,0.116,0.054,entailment,0.122,0.024,0.069,0.094
894,Either Jenna or Raja is a linguist,Jenna is a linguist,0.658,0.257,0.085,entailment,Raja is a linguist,0.752,0.207,0.041,entailment,0.190,Either Raja or Jenna is a linguist,Jenna is a linguist,0.719,0.207,0.074,entailment,Raja is a linguist,0.727,0.208,0.065,entailment,0.019,0.122,0.051,0.173
895,Either Dustin or Li is a hairdresser,Dustin is a hairdresser,0.842,0.110,0.048,entailment,Li is a hairdresser,0.795,0.160,0.046,entailment,0.100,Either Li or Dustin is a hairdresser,Dustin is a hairdresser,0.905,0.059,0.035,entailment,Li is a hairdresser,0.722,0.218,0.060,entailment,0.367,0.126,0.146,0.272
896,Either Jenna or Juan is an editor,Jenna is an editor,0.627,0.222,0.151,entailment,Juan is an editor,0.698,0.161,0.141,entailment,0.142,Either Juan or Jenna is an editor,Jenna is an editor,0.504,0.283,0.212,entailment,Juan is an editor,0.599,0.196,0.205,entailment,0.189,0.245,0.198,0.443
897,Either Emily or Wright is a hostess,Emily is a hostess,0.361,0.479,0.160,neutral,Wright is a hostess,0.464,0.369,0.168,entailment,0.221,Either Wright or Emily is a hostess,Emily is a hostess,0.382,0.430,0.188,neutral,Wright is a hostess,0.562,0.289,0.149,entailment,0.361,0.097,0.197,0.294
898,Either Carly or Won Lee is a comedian,Carly is a comedian,0.804,0.151,0.045,entailment,Won Lee is a comedian,0.869,0.089,0.042,entailment,0.130,Either Won Lee or Carly is a comedian,Carly is a comedian,0.784,0.163,0.053,entailment,Won Lee is a comedian,0.888,0.083,0.029,entailment,0.208,0.040,0.038,0.078
899,Either Scott or Sheng Lee is a delivery,Scott is a delivery,0.709,0.199,0.092,entailment,Sheng Lee is a delivery,0.742,0.115,0.143,entailment,0.167,Either Sheng Lee or Scott is a delivery,Scott is a delivery,0.608,0.274,0.119,entailment,Sheng Lee is a delivery,0.833,0.111,0.056,entailment,0.452,0.202,0.183,0.385
900,Either Amy or Terrance is a butler,Amy is a butler,0.290,0.610,0.100,neutral,Terrance is a butler,0.571,0.372,0.057,entailment,0.563,Either Terrance or Amy is a butler,Amy is a butler,0.556,0.370,0.074,entailment,Terrance is a butler,0.618,0.336,0.046,entailment,0.123,0.533,0.093,0.627
901,Either Katie or Joo-Lin is a handball player,Katie is a handball player,0.665,0.224,0.111,entailment,Joo-Lin is a handball player,0.916,0.061,0.023,entailment,0.502,Either Joo-Lin or Katie is a handball player,Katie is a handball player,0.821,0.110,0.069,entailment,Joo-Lin is a handball player,0.897,0.072,0.031,entailment,0.151,0.311,0.040,0.351
902,Either Ronnie or Wang is a secretary,Ronnie is a secretary,0.624,0.232,0.143,entailment,Wang is a secretary,0.788,0.121,0.091,entailment,0.328,Either Wang or Ronnie is a secretary,Ronnie is a secretary,0.622,0.208,0.170,entailment,Wang is a secretary,0.873,0.085,0.042,entailment,0.502,0.054,0.170,0.223
903,Either Cadan or Ebony is a producer,Cadan is a producer,0.766,0.134,0.100,entailment,Ebony is a producer,0.621,0.263,0.116,entailment,0.290,Either Ebony or Cadan is a producer,Cadan is a producer,0.836,0.129,0.035,entailment,Ebony is a producer,0.590,0.302,0.107,entailment,0.492,0.140,0.077,0.218
904,Either Inglethorp or Ebony is a pensioner,Inglethorp is a pensioner,0.797,0.100,0.103,entailment,Ebony is a pensioner,0.783,0.146,0.071,entailment,0.092,Either Ebony or Inglethorp is a pensioner,Inglethorp is a pensioner,0.857,0.072,0.071,entailment,Ebony is a pensioner,0.779,0.146,0.075,entailment,0.156,0.120,0.007,0.126
905,Either Greg or DeShawn is a swimmer,Greg is a swimmer,0.462,0.499,0.039,neutral,DeShawn is a swimmer,0.724,0.252,0.024,entailment,0.525,Either DeShawn or Greg is a swimmer,Greg is a swimmer,0.662,0.308,0.031,entailment,DeShawn is a swimmer,0.731,0.247,0.022,entailment,0.138,0.400,0.012,0.412
906,Either Craig or Juan is a carpenter,Craig is a carpenter,0.557,0.370,0.074,entailment,Juan is a carpenter,0.770,0.193,0.037,entailment,0.427,Either Juan or Craig is a carpenter,Craig is a carpenter,0.725,0.226,0.049,entailment,Juan is a carpenter,0.718,0.244,0.038,entailment,0.036,0.337,0.104,0.441
907,Either Ronnie or Lamar is a firefighter,Ronnie is a firefighter,0.667,0.262,0.071,entailment,Lamar is a firefighter,0.632,0.308,0.060,entailment,0.093,Either Lamar or Ronnie is a firefighter,Ronnie is a firefighter,0.628,0.270,0.101,entailment,Lamar is a firefighter,0.713,0.233,0.054,entailment,0.168,0.077,0.161,0.239
908,Either Jake or Juan is a pharmacist,Jake is a pharmacist,0.479,0.367,0.155,entailment,Juan is a pharmacist,0.746,0.189,0.065,entailment,0.535,Either Juan or Jake is a pharmacist,Jake is a pharmacist,0.612,0.276,0.112,entailment,Juan is a pharmacist,0.675,0.244,0.081,entailment,0.126,0.267,0.143,0.410
909,Either Jenna or Joo-Lin is a painter,Jenna is a painter,0.645,0.264,0.091,entailment,Joo-Lin is a painter,0.866,0.095,0.040,entailment,0.441,Either Joo-Lin or Jenna is a painter,Jenna is a painter,0.639,0.253,0.108,entailment,Joo-Lin is a painter,0.740,0.180,0.080,entailment,0.202,0.034,0.251,0.285
910,Either Inglethorp or Carlos is a prosecutor,Inglethorp is a prosecutor,0.688,0.212,0.101,entailment,Carlos is a prosecutor,0.898,0.068,0.034,entailment,0.420,Either Carlos or Inglethorp is a prosecutor,Inglethorp is a prosecutor,0.906,0.072,0.021,entailment,Carlos is a prosecutor,0.829,0.103,0.067,entailment,0.154,0.437,0.137,0.573
911,Either Dylan or Chong Ling is a teacher,Dylan is a teacher,0.625,0.287,0.088,entailment,Chong Ling is a teacher,0.878,0.097,0.024,entailment,0.507,Either Chong Ling or Dylan is a teacher,Dylan is a teacher,0.753,0.169,0.078,entailment,Chong Ling is a teacher,0.740,0.212,0.048,entailment,0.085,0.256,0.277,0.533
912,Either Jack or Lamar is an employee,Jack is an employee,0.486,0.433,0.082,entailment,Lamar is an employee,0.644,0.296,0.060,entailment,0.317,Either Lamar or Jack is an employee,Jack is an employee,0.434,0.447,0.119,neutral,Lamar is an employee,0.798,0.171,0.030,entailment,0.729,0.104,0.308,0.412
913,Either Jack or Ebony is an analyst,Jack is an analyst,0.472,0.429,0.099,entailment,Ebony is an analyst,0.575,0.391,0.035,entailment,0.205,Either Ebony or Jack is an analyst,Jack is an analyst,0.589,0.339,0.072,entailment,Ebony is an analyst,0.425,0.536,0.039,neutral,0.394,0.234,0.299,0.533
914,Either Katie or Beyonce is a bartender,Katie is a bartender,0.819,0.114,0.066,entailment,Beyonce is a bartender,0.660,0.216,0.125,entailment,0.320,Either Beyonce or Katie is a bartender,Katie is a bartender,0.741,0.131,0.128,entailment,Beyonce is a bartender,0.758,0.177,0.064,entailment,0.128,0.157,0.198,0.355
915,Either Heather or Tanisha is an agent,Heather is an agent,0.616,0.222,0.162,entailment,Tanisha is an agent,0.634,0.304,0.062,entailment,0.199,Either Tanisha or Heather is an agent,Heather is an agent,0.706,0.170,0.125,entailment,Tanisha is an agent,0.629,0.310,0.061,entailment,0.280,0.180,0.011,0.192
