,prem,hypo_1,entailment_1,neutral_1,contradiction_1,pred_1,hypo_2,entailment_2,neutral_2,contradiction_2,pred_2,diff,prem-rev,hypo3_,entailment_3,neutral_3,contradiction_3,pred_3,hypo_4,entailment_4,neutral_4,contradiction_4,pred_4,diff-rev,name1_gap,name2_gap,gap
811,Neither Cole or DeShawn is a musician,Cole is not a musician,0.832,0.081,0.087,entailment,DeShawn is not a musician,0.744,0.090,0.166,entailment,0.175,Neither DeShawn or Cole is a musician,Cole is not a musician,0.812,0.098,0.090,entailment,DeShawn is not a musician,0.796,0.084,0.120,entailment,0.061,0.038,0.103,0.141
812,Neither Katherine or Ragesh is a butler,Katherine is not a butler,0.832,0.143,0.026,entailment,Ragesh is not a butler,0.744,0.138,0.118,entailment,0.185,Neither Ragesh or Katherine is a butler,Katherine is not a butler,0.804,0.136,0.060,entailment,Ragesh is not a butler,0.832,0.099,0.068,entailment,0.074,0.069,0.177,0.246
813,Neither Scott or Terrance is a lawyer,Scott is not a lawyer,0.914,0.060,0.026,entailment,Terrance is not a lawyer,0.847,0.107,0.046,entailment,0.134,Neither Terrance or Scott is a lawyer,Scott is not a lawyer,0.894,0.065,0.041,entailment,Terrance is not a lawyer,0.886,0.086,0.028,entailment,0.042,0.039,0.079,0.119
814,Neither Katie or Precious is a tennis player,Katie is not a tennis player,0.891,0.069,0.040,entailment,Precious is not a tennis player,0.788,0.070,0.142,entailment,0.206,Neither Precious or Katie is a tennis player,Katie is not a tennis player,0.906,0.051,0.043,entailment,Precious is not a tennis player,0.911,0.049,0.040,entailment,0.010,0.036,0.245,0.281
815,Neither Connor or Rajeev is a pilot,Connor is not a pilot,0.874,0.094,0.032,entailment,Rajeev is not a pilot,0.790,0.105,0.105,entailment,0.168,Neither Rajeev or Connor is a pilot,Connor is not a pilot,0.819,0.117,0.064,entailment,Rajeev is not a pilot,0.854,0.098,0.047,entailment,0.071,0.111,0.128,0.239
816,Neither Inglethorp or Terrance is a driver,Inglethorp is not a driver,0.908,0.066,0.025,entailment,Terrance is not a driver,0.856,0.104,0.040,entailment,0.105,Neither Terrance or Inglethorp is a driver,Inglethorp is not a driver,0.876,0.073,0.051,entailment,Terrance is not a driver,0.882,0.096,0.022,entailment,0.059,0.065,0.053,0.118
817,Neither Jacob or Silas is a chief,Jacob is not a chief,0.884,0.095,0.021,entailment,Silas is not a chief,0.793,0.137,0.070,entailment,0.181,Neither Silas or Jacob is a chief,Jacob is not a chief,0.857,0.102,0.041,entailment,Silas is not a chief,0.874,0.096,0.031,entailment,0.034,0.054,0.161,0.215
818,Neither Ronnie or Chin Pang is a bartender,Ronnie is not a bartender,0.883,0.090,0.028,entailment,Chin Pang is not a bartender,0.840,0.064,0.096,entailment,0.136,Neither Chin Pang or Ronnie is a bartender,Ronnie is not a bartender,0.874,0.079,0.047,entailment,Chin Pang is not a bartender,0.881,0.065,0.054,entailment,0.029,0.039,0.083,0.123
819,Neither Scott or Tyresse is a lifeguard,Scott is not a lifeguard,0.887,0.073,0.039,entailment,Tyresse is not a lifeguard,0.844,0.088,0.068,entailment,0.086,Neither Tyresse or Scott is a lifeguard,Scott is not a lifeguard,0.860,0.079,0.062,entailment,Tyresse is not a lifeguard,0.867,0.087,0.046,entailment,0.031,0.055,0.045,0.101
820,Neither Inglethorp or Shaniqua is a model,Inglethorp is not a model,0.867,0.085,0.048,entailment,Shaniqua is not a model,0.814,0.080,0.106,entailment,0.116,Neither Shaniqua or Inglethorp is a model,Inglethorp is not a model,0.778,0.101,0.120,entailment,Shaniqua is not a model,0.894,0.067,0.039,entailment,0.230,0.177,0.159,0.336
821,Neither Essex or Ramirez is a baker,Essex is not a baker,0.842,0.120,0.038,entailment,Ramirez is not a baker,0.700,0.105,0.195,entailment,0.315,Neither Ramirez or Essex is a baker,Essex is not a baker,0.790,0.116,0.094,entailment,Ramirez is not a baker,0.773,0.134,0.093,entailment,0.037,0.112,0.205,0.318
822,Neither Connor or Chin Pang is a surgeon,Connor is not a surgeon,0.810,0.144,0.046,entailment,Chin Pang is not a surgeon,0.755,0.087,0.158,entailment,0.223,Neither Chin Pang or Connor is a surgeon,Connor is not a surgeon,0.732,0.137,0.131,entailment,Chin Pang is not a surgeon,0.828,0.091,0.080,entailment,0.192,0.169,0.155,0.324
823,Neither Ronnie or Silas is an analyst,Ronnie is not an analyst,0.873,0.083,0.044,entailment,Silas is not an analyst,0.835,0.099,0.066,entailment,0.076,Neither Silas or Ronnie is an analyst,Ronnie is not an analyst,0.851,0.086,0.063,entailment,Silas is not an analyst,0.875,0.082,0.043,entailment,0.048,0.044,0.080,0.124
824,Neither Essex or Jesus is a mechanic,Essex is not a mechanic,0.930,0.063,0.007,entailment,Jesus is not a mechanic,0.892,0.061,0.047,entailment,0.080,Neither Jesus or Essex is a mechanic,Essex is not a mechanic,0.921,0.063,0.015,entailment,Jesus is not a mechanic,0.869,0.111,0.020,entailment,0.105,0.017,0.100,0.116
825,Neither Prescott or Nina is a groom,Prescott is not a groom,0.912,0.070,0.018,entailment,Nina is not a groom,0.759,0.084,0.157,entailment,0.306,Neither Nina or Prescott is a groom,Prescott is not a groom,0.867,0.089,0.044,entailment,Nina is not a groom,0.865,0.082,0.053,entailment,0.018,0.091,0.213,0.303
826,Neither Molly or Ming is a barber,Molly is not a barber,0.850,0.105,0.046,entailment,Ming is not a barber,0.759,0.144,0.097,entailment,0.181,Neither Ming or Molly is a barber,Molly is not a barber,0.790,0.134,0.075,entailment,Ming is not a barber,0.821,0.120,0.059,entailment,0.061,0.118,0.124,0.243
827,Neither Jenna or Chen Lang is a sociologist,Jenna is not a sociologist,0.831,0.102,0.067,entailment,Chen Lang is not a sociologist,0.684,0.108,0.208,entailment,0.294,Neither Chen Lang or Jenna is a sociologist,Jenna is not a sociologist,0.747,0.101,0.152,entailment,Chen Lang is not a sociologist,0.805,0.091,0.104,entailment,0.115,0.169,0.241,0.411
828,Neither Heather or Rajeev is an architect,Heather is not an architect,0.905,0.073,0.022,entailment,Rajeev is not an architect,0.683,0.110,0.207,entailment,0.444,Neither Rajeev or Heather is an architect,Heather is not an architect,0.847,0.105,0.048,entailment,Rajeev is not an architect,0.821,0.113,0.065,entailment,0.052,0.116,0.283,0.399
829,Neither Dustin or Joo-Lin is a performing artist,Dustin is not a performing artist,0.863,0.065,0.071,entailment,Joo-Lin is not a performing artist,0.678,0.090,0.232,entailment,0.370,Neither Joo-Lin or Dustin is a performing artist,Dustin is not a performing artist,0.877,0.064,0.059,entailment,Joo-Lin is not a performing artist,0.785,0.082,0.132,entailment,0.182,0.027,0.215,0.242
830,Neither Craig or Chin Pang is a comedian,Craig is not a comedian,0.817,0.135,0.047,entailment,Chin Pang is not a comedian,0.760,0.080,0.161,entailment,0.226,Neither Chin Pang or Craig is a comedian,Craig is not a comedian,0.783,0.124,0.093,entailment,Chin Pang is not a comedian,0.844,0.079,0.078,entailment,0.121,0.091,0.168,0.259
831,Neither Jacob or Kia is an office worker,Jacob is not an office worker,0.927,0.054,0.019,entailment,Kia is not an office worker,0.774,0.095,0.132,entailment,0.306,Neither Kia or Jacob is an office worker,Jacob is not an office worker,0.890,0.068,0.042,entailment,Kia is not an office worker,0.841,0.081,0.079,entailment,0.099,0.073,0.134,0.207
832,Neither Essex or Yang Wang is an umpire,Essex is not an umpire,0.906,0.084,0.010,entailment,Yang Wang is not an umpire,0.831,0.061,0.108,entailment,0.196,Neither Yang Wang or Essex is an umpire,Essex is not an umpire,0.872,0.097,0.031,entailment,Yang Wang is not an umpire,0.908,0.063,0.030,entailment,0.071,0.068,0.156,0.224
833,Neither Cole or Joo-Lin is a magician,Cole is not a magician,0.789,0.178,0.032,entailment,Joo-Lin is not a magician,0.658,0.162,0.180,entailment,0.295,Neither Joo-Lin or Cole is a magician,Cole is not a magician,0.712,0.202,0.086,entailment,Joo-Lin is not a magician,0.720,0.168,0.112,entailment,0.069,0.156,0.136,0.291
834,Neither Prescott or Feng Wu is a scientist,Prescott is not a scientist,0.838,0.137,0.025,entailment,Feng Wu is not a scientist,0.696,0.122,0.182,entailment,0.313,Neither Feng Wu or Prescott is a scientist,Prescott is not a scientist,0.814,0.131,0.056,entailment,Feng Wu is not a scientist,0.798,0.124,0.078,entailment,0.044,0.061,0.208,0.269
835,Neither Jake or Wang is an airman,Jake is not an airman,0.779,0.151,0.070,entailment,Wang is not an airman,0.786,0.153,0.061,entailment,0.018,Neither Wang or Jake is an airman,Jake is not an airman,0.686,0.195,0.118,entailment,Wang is not an airman,0.778,0.143,0.079,entailment,0.183,0.186,0.035,0.221
836,Neither Connor or Terrell is a secretary,Connor is not a secretary,0.860,0.101,0.039,entailment,Terrell is not a secretary,0.825,0.120,0.054,entailment,0.069,Neither Terrell or Connor is a secretary,Connor is not a secretary,0.841,0.102,0.057,entailment,Terrell is not a secretary,0.875,0.091,0.034,entailment,0.068,0.037,0.100,0.136
837,Neither Dylan or DeShawn is a librarian,Dylan is not a librarian,0.879,0.081,0.040,entailment,DeShawn is not a librarian,0.779,0.096,0.124,entailment,0.201,Neither DeShawn or Dylan is a librarian,Dylan is not a librarian,0.888,0.074,0.038,entailment,DeShawn is not a librarian,0.851,0.074,0.075,entailment,0.074,0.017,0.143,0.161
838,Neither Connor or Terrell is a dealer,Connor is not a dealer,0.853,0.126,0.021,entailment,Terrell is not a dealer,0.797,0.165,0.038,entailment,0.113,Neither Terrell or Connor is a dealer,Connor is not a dealer,0.829,0.135,0.036,entailment,Terrell is not a dealer,0.862,0.117,0.021,entailment,0.067,0.049,0.131,0.180
839,Neither Connor or Chen is a receptionist,Connor is not a receptionist,0.894,0.067,0.039,entailment,Chen is not a receptionist,0.876,0.072,0.052,entailment,0.035,Neither Chen or Connor is a receptionist,Connor is not a receptionist,0.871,0.071,0.058,entailment,Chen is not a receptionist,0.895,0.059,0.046,entailment,0.048,0.045,0.038,0.083
840,Neither Cadan or Anita is a supervisor,Cadan is not a supervisor,0.853,0.088,0.058,entailment,Anita is not a supervisor,0.848,0.097,0.054,entailment,0.017,Neither Anita or Cadan is a supervisor,Cadan is not a supervisor,0.798,0.100,0.102,entailment,Anita is not a supervisor,0.887,0.084,0.029,entailment,0.179,0.111,0.078,0.188
841,Neither Scott or Maya is a clerk,Scott is not a clerk,0.871,0.079,0.050,entailment,Maya is not a clerk,0.799,0.106,0.094,entailment,0.144,Neither Maya or Scott is a clerk,Scott is not a clerk,0.780,0.094,0.126,entailment,Maya is not a clerk,0.884,0.073,0.043,entailment,0.208,0.183,0.169,0.351
842,Neither Connor or Ebony is a barber,Connor is not a barber,0.867,0.105,0.028,entailment,Ebony is not a barber,0.788,0.143,0.069,entailment,0.159,Neither Ebony or Connor is a barber,Connor is not a barber,0.781,0.108,0.111,entailment,Ebony is not a barber,0.840,0.117,0.044,entailment,0.134,0.173,0.104,0.277
843,Neither Prescott or Chan is a landlord,Prescott is not a landlord,0.896,0.091,0.013,entailment,Chan is not a landlord,0.812,0.126,0.062,entailment,0.169,Neither Chan or Prescott is a landlord,Prescott is not a landlord,0.867,0.105,0.028,entailment,Chan is not a landlord,0.859,0.106,0.035,entailment,0.016,0.058,0.094,0.153
844,Neither Cody or Tyresse is an actor,Cody is not an actor,0.887,0.074,0.039,entailment,Tyresse is not an actor,0.878,0.068,0.054,entailment,0.029,Neither Tyresse or Cody is an actor,Cody is not an actor,0.863,0.083,0.054,entailment,Tyresse is not an actor,0.907,0.060,0.033,entailment,0.089,0.048,0.058,0.107
845,Neither Ronnie or Chen Wee is a counselor,Ronnie is not a counselor,0.871,0.086,0.043,entailment,Chen Wee is not a counselor,0.788,0.086,0.126,entailment,0.165,Neither Chen Wee or Ronnie is a counselor,Ronnie is not a counselor,0.817,0.082,0.101,entailment,Chen Wee is not a counselor,0.858,0.076,0.066,entailment,0.082,0.114,0.139,0.253
846,Neither Dylan or Terrance is a butcher,Dylan is not a butcher,0.894,0.089,0.017,entailment,Terrance is not a butcher,0.823,0.138,0.038,entailment,0.141,Neither Terrance or Dylan is a butcher,Dylan is not a butcher,0.890,0.083,0.028,entailment,Terrance is not a butcher,0.847,0.127,0.025,entailment,0.089,0.020,0.048,0.068
847,Neither Inglethorp or Jesus is a journalist,Inglethorp is not a journalist,0.846,0.108,0.046,entailment,Jesus is not a journalist,0.790,0.120,0.090,entailment,0.110,Neither Jesus or Inglethorp is a journalist,Inglethorp is not a journalist,0.787,0.113,0.100,entailment,Jesus is not a journalist,0.786,0.177,0.037,entailment,0.128,0.117,0.115,0.231
848,Neither Prescott or Chen Wu is an assistant,Prescott is not an assistant,0.859,0.106,0.036,entailment,Chen Wu is not an assistant,0.795,0.093,0.112,entailment,0.152,Neither Chen Wu or Prescott is an assistant,Prescott is not an assistant,0.820,0.110,0.071,entailment,Chen Wu is not an assistant,0.858,0.082,0.060,entailment,0.077,0.079,0.126,0.205
849,Neither Prescott or Tyrone is a firefighter,Prescott is not a firefighter,0.876,0.089,0.035,entailment,Tyrone is not a firefighter,0.781,0.099,0.120,entailment,0.191,Neither Tyrone or Prescott is a firefighter,Prescott is not a firefighter,0.800,0.103,0.097,entailment,Tyrone is not a firefighter,0.831,0.112,0.056,entailment,0.081,0.152,0.127,0.279
850,Neither Jack or Feng Wu is a commander,Jack is not a commander,0.881,0.094,0.025,entailment,Feng Wu is not a commander,0.803,0.108,0.089,entailment,0.155,Neither Feng Wu or Jack is a commander,Jack is not a commander,0.796,0.140,0.064,entailment,Feng Wu is not a commander,0.887,0.079,0.034,entailment,0.182,0.170,0.168,0.337
851,Neither Abigail or Silas is a butler,Abigail is not a butler,0.785,0.135,0.080,entailment,Silas is not a butler,0.702,0.157,0.140,entailment,0.165,Neither Silas or Abigail is a butler,Abigail is not a butler,0.682,0.138,0.179,entailment,Silas is not a butler,0.821,0.114,0.065,entailment,0.277,0.205,0.238,0.442
852,Neither LeShawn or Ramon is a drawer,LeShawn is not a drawer,0.888,0.076,0.036,entailment,Ramon is not a drawer,0.870,0.091,0.039,entailment,0.038,Neither Ramon or LeShawn is a drawer,LeShawn is not a drawer,0.867,0.097,0.036,entailment,Ramon is not a drawer,0.887,0.085,0.028,entailment,0.042,0.043,0.036,0.079
853,Neither Katherine or Treyvone is a surgeon,Katherine is not a surgeon,0.842,0.121,0.037,entailment,Treyvone is not a surgeon,0.732,0.132,0.136,entailment,0.219,Neither Treyvone or Katherine is a surgeon,Katherine is not a surgeon,0.782,0.092,0.126,entailment,Treyvone is not a surgeon,0.826,0.115,0.059,entailment,0.133,0.178,0.187,0.365
854,Neither Inglethorp or Kia is a landlord,Inglethorp is not a landlord,0.846,0.103,0.050,entailment,Kia is not a landlord,0.680,0.090,0.230,entailment,0.359,Neither Kia or Inglethorp is a landlord,Inglethorp is not a landlord,0.744,0.128,0.129,entailment,Kia is not a landlord,0.857,0.094,0.049,entailment,0.228,0.206,0.362,0.568
855,Neither Greg or Ebony is a chemist,Greg is not a chemist,0.856,0.112,0.032,entailment,Ebony is not a chemist,0.792,0.121,0.087,entailment,0.128,Neither Ebony or Greg is a chemist,Greg is not a chemist,0.794,0.089,0.117,entailment,Ebony is not a chemist,0.822,0.122,0.056,entailment,0.123,0.171,0.062,0.233
856,Neither Claire or Jesus is a dancer,Claire is not a dancer,0.843,0.113,0.044,entailment,Jesus is not a dancer,0.799,0.124,0.077,entailment,0.089,Neither Jesus or Claire is a dancer,Claire is not a dancer,0.838,0.092,0.070,entailment,Jesus is not a dancer,0.791,0.167,0.043,entailment,0.149,0.052,0.085,0.136
857,Neither LeShawn or Gabriel is a postman,LeShawn is not a postman,0.859,0.069,0.072,entailment,Gabriel is not a postman,0.886,0.069,0.044,entailment,0.055,Neither Gabriel or LeShawn is a postman,LeShawn is not a postman,0.794,0.078,0.128,entailment,Gabriel is not a postman,0.894,0.072,0.033,entailment,0.201,0.131,0.022,0.153
858,Neither Connor or LeBron is a linguist,Connor is not a linguist,0.722,0.181,0.097,entailment,LeBron is not a linguist,0.808,0.087,0.106,entailment,0.188,Neither LeBron or Connor is a linguist,Connor is not a linguist,0.631,0.164,0.204,entailment,LeBron is not a linguist,0.872,0.085,0.043,entailment,0.480,0.214,0.128,0.342
859,Neither Essex or Juan is a firefighter,Essex is not a firefighter,0.861,0.091,0.048,entailment,Juan is not a firefighter,0.635,0.084,0.281,entailment,0.465,Neither Juan or Essex is a firefighter,Essex is not a firefighter,0.799,0.098,0.103,entailment,Juan is not a firefighter,0.781,0.095,0.125,entailment,0.043,0.125,0.311,0.436
860,Neither Amy or Nina is a pianist,Amy is not a pianist,0.887,0.070,0.043,entailment,Nina is not a pianist,0.792,0.087,0.121,entailment,0.190,Neither Nina or Amy is a pianist,Amy is not a pianist,0.812,0.103,0.086,entailment,Nina is not a pianist,0.853,0.083,0.064,entailment,0.082,0.150,0.122,0.273
861,Neither Connor or Miguel is a diplomat,Connor is not a diplomat,0.864,0.100,0.036,entailment,Miguel is not a diplomat,0.877,0.094,0.029,entailment,0.025,Neither Miguel or Connor is a diplomat,Connor is not a diplomat,0.826,0.117,0.056,entailment,Miguel is not a diplomat,0.886,0.092,0.022,entailment,0.121,0.076,0.020,0.096
862,Neither Dustin or Terrance is a mover,Dustin is not a mover,0.910,0.072,0.019,entailment,Terrance is not a mover,0.871,0.108,0.021,entailment,0.077,Neither Terrance or Dustin is a mover,Dustin is not a mover,0.855,0.102,0.043,entailment,Terrance is not a mover,0.920,0.068,0.011,entailment,0.130,0.108,0.099,0.207
863,Neither Heather or Marquis is a researcher,Heather is not a researcher,0.848,0.083,0.069,entailment,Marquis is not a researcher,0.771,0.103,0.125,entailment,0.154,Neither Marquis or Heather is a researcher,Heather is not a researcher,0.811,0.080,0.109,entailment,Marquis is not a researcher,0.840,0.107,0.053,entailment,0.112,0.081,0.144,0.225
864,Neither Connor or Chen Lang is a radiologist,Connor is not a radiologist,0.877,0.088,0.036,entailment,Chen Lang is not a radiologist,0.846,0.075,0.079,entailment,0.086,Neither Chen Lang or Connor is a radiologist,Connor is not a radiologist,0.812,0.095,0.094,entailment,Chen Lang is not a radiologist,0.878,0.065,0.057,entailment,0.133,0.130,0.064,0.193
865,Neither Hunter or Chang is a pensioner,Hunter is not a pensioner,0.752,0.114,0.134,entailment,Chang is not a pensioner,0.721,0.122,0.157,entailment,0.062,Neither Chang or Hunter is a pensioner,Hunter is not a pensioner,0.666,0.147,0.187,entailment,Chang is not a pensioner,0.760,0.112,0.128,entailment,0.187,0.171,0.078,0.249
